id,meeting_id,parent_id,position,title,description,time_allocated_minutes,subject_id,course_id,created_at,updated_at
8aa08c4f-7c61-42bf-9a01-7c83db338196,91ef0d26-4358-41d7-8dc3-76feab6b7895,,2,Curriculum Review #2,Presentation from staff.,15,e9a3c5bd-e7b2-4c2e-8bd0-de38ae2114a4,df06b7dc-7baa-4a80-b8ae-9f8a48cecf2d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
441f34dd-7d88-4048-804f-e10e9fb2d5cf,91ef0d26-4358-41d7-8dc3-76feab6b7895,8aa08c4f-7c61-42bf-9a01-7c83db338196,3,Action Items #3,Public comment period included.,30,c70560cc-be43-49c0-8ee2-b6f771e144ec,f6d38262-bcda-412e-a035-01bd98c1f26a,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
c9a7076a-7427-42e0-98f9-275c55b00f9d,91ef0d26-4358-41d7-8dc3-76feab6b7895,,4,Old Business #4,Presentation from staff.,30,e55573bb-b474-45f8-8ba1-f2dac1c234fa,943309a5-b0f1-4962-ac81-5e07b83509d0,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
85288ff0-df03-4d79-adb5-c78ceca3eaa2,91ef0d26-4358-41d7-8dc3-76feab6b7895,b9b7a5d4-ed35-4577-b73f-4299a1f1774a,5,Opening Remarks #5,Discussion led by chair.,60,f90337c2-57b8-42c7-838e-c6c6595ff76f,bcf591c9-2842-48c2-98c1-0df205ac0f16,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
50958ff0-d38c-41d8-970d-ffc41c93eaff,be891f9d-6794-444e-9c4b-c2da035802d3,,1,Opening Remarks #1,Review supporting documents.,10,d496c117-ef07-4c22-bfb9-fc21fc7dc5ac,962696d8-e57c-4175-a108-3ed4016cc683,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
0495321a-5e14-4f0d-a70c-a124b9af1e89,be891f9d-6794-444e-9c4b-c2da035802d3,,2,Assessment Alignment #2,Public comment period included.,5,ff0c0aa1-64c2-4444-b59b-b7a7e2fe5667,b4019515-059e-4e46-be42-12e65ff417a2,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
2cc4ab5f-dd92-444f-8772-2dd94bf74f84,be891f9d-6794-444e-9c4b-c2da035802d3,,3,Old Business #3,,30,1381f17b-6626-4e72-88a7-6ca38949c0ec,ab05516f-025c-4359-9f46-37b1d80be01d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a329f75a-6a02-458d-84ef-0b14df3fe539,be891f9d-6794-444e-9c4b-c2da035802d3,,4,Action Items #4,Follow-up from previous meeting.,5,75d3dbde-bafb-45cd-aeaa-aebe485db4e9,67ae8b2b-c5cd-4978-9bb5-49ae474d8a68,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a3316493-e093-4f1e-8117-388649a51aca,be891f9d-6794-444e-9c4b-c2da035802d3,,5,Old Business #5,Follow-up from previous meeting.,60,4523a385-29b6-4d34-9c13-f3796e643cb9,f8cc3504-2806-4135-8ad5-510166ff8e06,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
05a2eec2-7e0d-48b7-9b88-61067ffa6f90,be891f9d-6794-444e-9c4b-c2da035802d3,,6,Opening Remarks #6,Public comment period included.,20,d0ae59f2-a2e1-4c90-bbaa-10ec7fa92100,a5747d96-58b1-49dd-9fd1-d57dd1b155a3,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
5820e00d-f791-4f1d-8386-b7c45225a8a4,be891f9d-6794-444e-9c4b-c2da035802d3,,7,Instructional Materials #7,Review supporting documents.,5,35269130-09ec-42c1-a788-33a82d802a5e,df1eee15-1c22-4330-b0dd-1eb20fd1d755,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
74099d06-1de4-492c-a971-b3cae7e08854,be891f9d-6794-444e-9c4b-c2da035802d3,a3316493-e093-4f1e-8117-388649a51aca,8,Community Input #8,Review supporting documents.,15,8eab0978-d82c-416f-95bf-a3381467a254,bc651857-8e6e-40c6-bc1f-f5db64d4e3c8,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
02bfc647-e408-41bb-8d50-1f7c357dc8e0,e4cb0872-9270-45eb-9c4a-a45c513e27ff,,1,Policy Discussion #1,Presentation from staff.,30,8c21e3fa-6ac0-4de9-9eb1-99f64ab412b2,38eeaacc-f6cd-44d1-9c7b-ce919e50703e,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
543f6981-1cd1-41d1-b16e-016472a25a5c,e4cb0872-9270-45eb-9c4a-a45c513e27ff,,2,Assessment Alignment #2,Discussion led by chair.,5,88a04528-9b0f-4a72-a2ff-eb13dbb8b18e,fa124b41-0c68-45cd-952f-6380807cd8a2,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
231a786d-c37f-419c-a378-d0797c99edaf,e4cb0872-9270-45eb-9c4a-a45c513e27ff,,3,Opening Remarks #3,Review supporting documents.,60,56e6935d-575e-42c7-ad7b-6348bf2a2327,943309a5-b0f1-4962-ac81-5e07b83509d0,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
6b049cf8-ea8f-43af-9bfe-72fbdb781a6b,e4cb0872-9270-45eb-9c4a-a45c513e27ff,02bfc647-e408-41bb-8d50-1f7c357dc8e0,4,Curriculum Review #4,Review supporting documents.,10,3b790744-1476-46e5-a309-79178fbfd655,76ca7a34-3c21-4a25-a253-79e1dc7d10f1,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
c19b38f4-5d4e-4723-9848-996dafa6096e,e4cb0872-9270-45eb-9c4a-a45c513e27ff,,5,Instructional Materials #5,Discussion led by chair.,10,e7f56a0e-d549-4f60-92f4-ba36647aa799,a352d65d-aa44-4a64-b031-e6613937261c,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
dffa043b-f14b-4803-84c6-a38142577e1f,e4cb0872-9270-45eb-9c4a-a45c513e27ff,,6,Instructional Materials #6,Follow-up from previous meeting.,30,3e64ec3f-3340-4757-9ccd-6a6990a302ff,d08eeed3-a75a-4201-a22d-8adb4c0ad1b5,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
4d91f6e8-0dec-46bf-8725-711605a988f8,eeec73c1-42fc-455e-b898-6515806db5c7,,1,Old Business #1,Follow-up from previous meeting.,20,671200d2-00a1-49ee-adaa-82dd2253b9d3,bde01a34-45be-42ef-8bb6-c2f032cf6e12,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
41b43671-ff2e-4f49-886e-b99fc1924026,eeec73c1-42fc-455e-b898-6515806db5c7,4d91f6e8-0dec-46bf-8725-711605a988f8,2,Action Items #2,Presentation from staff.,30,490839f3-afc5-48a2-877a-ffd5b9ffd05b,6889fa19-aa47-4d54-b110-c5b8a3c573b7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
ec529ca7-8917-4361-bdbd-8adf7ae75a0d,eeec73c1-42fc-455e-b898-6515806db5c7,,3,Program Update #3,,10,61a7445c-eed3-4c00-89ca-d17eb9f8e316,c0537185-0cad-4fe0-860e-83d2f4bb5a12,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
005df8df-0fb3-4df0-866d-224c310017a7,eeec73c1-42fc-455e-b898-6515806db5c7,,4,Assessment Alignment #4,Review supporting documents.,20,8b921c2f-720f-4721-b256-fb48c7f05763,1d200562-ff5f-4960-a7a3-266bb0b6d866,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
00ea1083-5fe3-4cac-9905-186a4855b36e,91b798ea-537c-4a6e-a941-bbbc274e825f,,1,New Business #1,,,19d8ddad-73cc-4bfc-8c38-60846bf25eea,669a928a-7655-42ef-8a9a-673ee038f4b4,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
d5e1e4f6-9de3-4644-8ab2-7a5166cb9544,91b798ea-537c-4a6e-a941-bbbc274e825f,,2,Community Input #2,Public comment period included.,5,bac2ac0a-861f-4382-8829-32b34be37073,e5c3879f-3c4b-49c6-bbe7-152369ee0d8f,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
81b2c325-cd06-4973-bb64-85ac977ae8ed,91b798ea-537c-4a6e-a941-bbbc274e825f,,3,New Business #3,Public comment period included.,60,eb92d0f0-6fe3-4344-9fb5-d4bf5450d786,ffbb603d-81cf-4b1c-bd80-eb7e6e99554b,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
78cdd4d3-cec5-4729-84e8-4cd8e6cc7408,91b798ea-537c-4a6e-a941-bbbc274e825f,,4,Opening Remarks #4,Presentation from staff.,60,c85abf80-584d-4f50-8c59-d9d9ad86b80a,9c938e53-cdda-49f2-9e76-a07277d7c8c3,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
672a1f90-8963-43f0-901f-2c50453035d2,91b798ea-537c-4a6e-a941-bbbc274e825f,,5,Policy Discussion #5,,20,665c52b0-461c-4771-9505-89b9ed83ac97,a25a5cd8-c014-482a-804c-ef2150b805c6,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
3b4a95f2-bd20-4bec-97b4-86865c4d546f,91b798ea-537c-4a6e-a941-bbbc274e825f,,6,Action Items #6,Review supporting documents.,,20999739-31b2-4cbf-b942-f53e6706367c,9452ea39-fcd5-45bd-b896-fde5a76ed7cc,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
2ad4ec34-24a6-4045-b7b2-2e708b136ba8,bb7c6146-6913-41f3-bbfa-193b78bf0c5f,,1,Program Update #1,Discussion led by chair.,45,afe5dc59-4ad8-4c89-ba7c-0ccb9013bb33,8d9be655-fecc-4865-8207-42aec2cd7ea9,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
bffaf7e8-44f6-49c9-ba74-162c09501271,bb7c6146-6913-41f3-bbfa-193b78bf0c5f,2ad4ec34-24a6-4045-b7b2-2e708b136ba8,2,Instructional Materials #2,Discussion led by chair.,10,5079bd48-184d-4643-951a-4d142e91f54d,6d8c6e4e-2ea3-40b7-9572-d9f02d6b8027,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
9545a287-46bd-4d79-93ec-2fb1bf2ac95c,bb7c6146-6913-41f3-bbfa-193b78bf0c5f,,3,Community Input #3,Presentation from staff.,,22a146c2-7765-4757-b128-0d2b61ccae52,a352d65d-aa44-4a64-b031-e6613937261c,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
20dc1c13-a033-4ac1-8f4b-6182abec041e,bb7c6146-6913-41f3-bbfa-193b78bf0c5f,bffaf7e8-44f6-49c9-ba74-162c09501271,4,Program Update #4,Presentation from staff.,15,aebbe523-b58c-42ab-bb32-e8945e1409df,3f2b22b1-9051-4698-8d36-afd23dee913b,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
8f4e87c2-1ebf-4ec7-9597-08ce503aeee8,bb7c6146-6913-41f3-bbfa-193b78bf0c5f,,5,Instructional Materials #5,Discussion led by chair.,,3d22c73a-c807-4328-a7b5-311dc0168060,5f96a6b3-6f3f-4d02-b1ef-5942588f0087,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a65f28db-8e82-46a5-bb8d-ab3454e02fc0,c063a5ae-49d1-4af6-bfa1-efa389f3783c,,1,Action Items #1,Presentation from staff.,15,e8e6313f-fc9b-422f-86ac-9ddf13f26c9b,dc05e9c2-220a-40e5-9e9a-4f7edd375fca,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
999e6a80-efdb-4237-b799-e75b5e01dd31,c063a5ae-49d1-4af6-bfa1-efa389f3783c,,2,New Business #2,Follow-up from previous meeting.,5,f99d70c4-1159-4c6a-89dd-9ec644147834,fadb0d88-1085-49de-ab09-2cf8db4d14b4,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
518340c5-9f9c-49a9-a335-58938a5dcec4,c063a5ae-49d1-4af6-bfa1-efa389f3783c,,3,Curriculum Review #3,Public comment period included.,60,a7530645-2c1d-4bfc-8cc2-fdc5380cd96f,dcbdb566-0a26-412d-ae8c-ad9522ed2c4c,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
dfbe7e72-98a5-4085-9eaa-f991824f3151,c063a5ae-49d1-4af6-bfa1-efa389f3783c,999e6a80-efdb-4237-b799-e75b5e01dd31,4,Program Update #4,Discussion led by chair.,30,10022b6a-4b5d-4c64-8c9f-9979fb4d5745,4d2bc7ae-146b-4741-bf86-adc4ec46389e,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
7c89a4dc-f7a0-4b25-bb64-0773b3f47556,c063a5ae-49d1-4af6-bfa1-efa389f3783c,,5,Action Items #5,Presentation from staff.,,298ced95-c5fb-4f9b-b6a9-b2e4fcc943f0,82d0c85f-13ed-4fbe-8e6b-49174e309ddf,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
99d1f1cc-a529-41cc-aa8a-f518806bc0a9,c063a5ae-49d1-4af6-bfa1-efa389f3783c,999e6a80-efdb-4237-b799-e75b5e01dd31,6,Old Business #6,Discussion led by chair.,10,8157024f-10a9-48cd-ab6c-8043591c1780,09b2bc37-a571-49de-b0f5-3d25197c3029,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
7850000f-635c-47d2-90e0-def42e97eccd,7ad68db2-8726-4b4c-814b-83c185f4de9e,,1,Policy Discussion #1,Review supporting documents.,15,ec0f1b95-4a13-4f49-8688-40d93079afab,82d0c85f-13ed-4fbe-8e6b-49174e309ddf,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
b54dbc01-97dd-4c02-b761-718f981ecc5b,7ad68db2-8726-4b4c-814b-83c185f4de9e,7850000f-635c-47d2-90e0-def42e97eccd,2,New Business #2,Review supporting documents.,20,6e9403cd-e304-4559-b339-284c8415a149,22ca4a96-e853-48cc-be08-fd750bca5cf9,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
4d808289-7ba4-417c-a755-bcc9c0d3609b,7ad68db2-8726-4b4c-814b-83c185f4de9e,,3,Policy Discussion #3,Public comment period included.,15,ba111f88-8a31-439e-8d69-bddd31dd02a0,af9c3ad3-48a5-4391-bf71-a07900ba74a4,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a0eccde7-0a55-48b1-b3d4-68d45a93a730,7ad68db2-8726-4b4c-814b-83c185f4de9e,,4,Community Input #4,,,37be404c-4a24-49b3-93c8-eb4753faaf18,f5ee63a3-9670-4490-8e36-87c48fb58cac,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
fba45149-fa3a-4a93-8cd5-4a96d8f78199,7ad68db2-8726-4b4c-814b-83c185f4de9e,b54dbc01-97dd-4c02-b761-718f981ecc5b,5,New Business #5,Discussion led by chair.,30,8b921c2f-720f-4721-b256-fb48c7f05763,9664aab3-9525-40eb-a7b0-a986542c9180,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
7ce2800d-4cdf-44ec-af97-a34b6cb5ee91,dba92913-1bc3-4548-8746-b2de6dab2136,,1,Program Update #1,,60,b59d9845-64a6-4124-bb72-04b406a48777,39415978-748b-41e9-a169-64ef0a03b22b,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
7c41c5d4-dcf8-4e8a-b8cd-f3d8060d6e01,dba92913-1bc3-4548-8746-b2de6dab2136,,2,Old Business #2,,30,3c33ff26-cac7-4602-b067-37eb8ba291f4,9ec04793-2cae-422c-ba9d-770aab472e0f,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
b7d8dbf3-1e34-47bc-a0f8-2c6d8400debb,dba92913-1bc3-4548-8746-b2de6dab2136,,3,New Business #3,Public comment period included.,,953030fe-ac56-44fb-a0e5-687f499b2324,c86ce700-1986-4fea-bde8-f0d516c65c1a,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
f50923fb-d6c9-49a8-bf5c-5fab82cbc3ca,39f10daa-463d-4260-ace2-fde4ce0c8725,,1,New Business #1,Follow-up from previous meeting.,,f118dc6c-0b79-4494-80be-9fee257ca434,3ed8e733-bed3-4429-b7a3-f99441b297d0,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
c4dedc86-b292-4bcb-89fc-9efbd0cabe99,39f10daa-463d-4260-ace2-fde4ce0c8725,,2,New Business #2,Presentation from staff.,60,64d9e6c6-5f89-4ea5-8268-4e81c9e75e47,baefd34d-2388-498f-a5a5-d4958919e5fc,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
fff127be-a9f9-47e2-bebe-3862fd226758,39f10daa-463d-4260-ace2-fde4ce0c8725,,3,Action Items #3,Presentation from staff.,45,8de8b009-de89-4305-a635-0d6dad2f7858,d36922c9-6044-4092-83f1-e18ab6161c77,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
fec34807-7e64-4118-8e4b-b84d885f0a50,63457491-8aad-487b-b681-2d01c266eac6,,1,Old Business #1,Review supporting documents.,15,422c8526-35d0-4df5-8578-6b06e5cfce1b,cf5c9d45-ff61-4cee-ad2b-aac19d05ad5d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
98ab02b2-c772-4d8d-b178-ad8bc230c880,63457491-8aad-487b-b681-2d01c266eac6,,2,New Business #2,,60,35269130-09ec-42c1-a788-33a82d802a5e,e2acf175-0d85-4860-85e8-7bb2cb4bfe54,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
e69240df-994d-46cc-9c5f-a820806bf62d,63457491-8aad-487b-b681-2d01c266eac6,,3,Instructional Materials #3,,15,96ea471d-92ff-43c8-8550-2d3967c013cf,d3e3dade-412f-48ae-9062-8feb90ce974b,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
5e4978f3-5fac-42f0-989e-57c4863000b6,63457491-8aad-487b-b681-2d01c266eac6,98ab02b2-c772-4d8d-b178-ad8bc230c880,4,Community Input #4,Review supporting documents.,60,35269130-09ec-42c1-a788-33a82d802a5e,4ab1d8cd-b60d-460b-9226-7fbf0b30dea8,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
8ca47478-d7c3-449c-a6a1-841eb4f8ff9f,a75f9363-b991-48e4-9031-1204f52c1067,,1,Curriculum Review #1,,30,8762fa91-efec-4ff9-9fd8-6700b2696eb9,f56b391b-e4c7-4666-9f21-6256c1e54089,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
0dcc5c23-4883-42fd-a073-ccc73a7faaaf,a75f9363-b991-48e4-9031-1204f52c1067,,2,Old Business #2,Discussion led by chair.,60,586b65a2-13e5-478b-8f33-8ae7c812c19b,4aa71fbc-fc95-4291-8c85-618074fd1bd7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
bcaf620b-2d08-4dd4-989a-dafe21c0344d,a75f9363-b991-48e4-9031-1204f52c1067,0dcc5c23-4883-42fd-a073-ccc73a7faaaf,3,Community Input #3,Discussion led by chair.,20,e7640932-3f02-47f2-b15a-1c5cb326a004,df06b7dc-7baa-4a80-b8ae-9f8a48cecf2d,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
d7a95d64-52d3-4c7a-84f5-5267ce596cfd,a75f9363-b991-48e4-9031-1204f52c1067,,4,Instructional Materials #4,Follow-up from previous meeting.,5,c4a8f3e3-1809-45ce-a13b-8cd45fd867f0,73bee5a4-35ba-4968-b429-04c62cde9361,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
05aec356-1834-4adc-99a8-7c50c2a5b558,a75f9363-b991-48e4-9031-1204f52c1067,bcaf620b-2d08-4dd4-989a-dafe21c0344d,5,Policy Discussion #5,Review supporting documents.,5,37fbb31f-f292-48e0-ba4f-4fcb7b0af063,341bb9b5-a8e5-4e45-b915-ff4cfb7ef5c7,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
a5d5e9e3-9880-449c-b59c-9e60028d758d,a75f9363-b991-48e4-9031-1204f52c1067,,6,Policy Discussion #6,Discussion led by chair.,5,7be051af-0b37-456b-b281-3d5b8d1d5372,3c640796-c521-4ab7-b436-7b6e4220e3f1,2025-09-03T02:33:29.887603+00:00,2025-09-03T02:33:29.887603+00:00
