building_code,space_code,tag,serial_no,manufacturer,model,category,status,install_date,warranty_expires_at,expected_life_months,attributes
FAC-437-BLDG-01,116,ASSET-000380,ZGE885053,Cisco,R506C,Network Switch,In Service,2012-08-21,2013-10-07,84,"{""ports"": 24}"
FAC-437-BLDG-02,207,ASSET-000381,PGE719609,Aruba,X530E,Wireless AP,In Service,2007-08-31,2008-12-27,60,"{""wifi"": ""802.11ac""}"
FAC-437-BLDG-02,,ASSET-000382,BFQ255923,Simplex,X829E,Fire Alarm Panel,In Service,2022-03-12,2025-11-27,180,
FAC-437-BLDG-02,316,ASSET-000383,FPU340629,Kohler,Z829D,Generator,In Service,2019-11-22,2022-04-07,240,"{""power_kw"": 150}"
FAC-437-BLDG-02,310,ASSET-000384,EBY226982,Garland,X896D,Range/Oven,Under Repair,2017-05-09,2018-08-10,144,
FAC-437-BLDG-02,203,ASSET-000385,GLQ936327,Trane,Z311C,HVAC - AHU,In Service,2018-02-23,2022-11-10,240,"{""tonnage"": 10}"
FAC-437-BLDG-02,,ASSET-000386,AMX648775,Cisco,M506D,Wireless AP,In Service,2009-02-07,2013-10-02,60,"{""wifi"": ""802.11ac""}"
FAC-437-BLDG-02,310,ASSET-000387,KWV913107,EST,M193D,Fire Alarm Panel,In Service,2008-05-25,2013-05-16,180,
FAC-437-BLDG-02,309,ASSET-000388,ZAM760961,HP,Q682E,Printer,In Service,2012-06-10,2016-03-17,60,
FAC-437-BLDG-02,105,ASSET-000389,BGP257169,Hanwha,M650A,Security Camera,In Service,2011-09-17,2016-02-26,84,"{""resolution_mp"": 8}"
FAC-437-BLDG-02,214,ASSET-000390,LZG643782,HID,Q690E,Access Control Panel,In Service,2014-03-29,2018-03-23,180,
FAC-437-BLDG-02,308,ASSET-000391,FSY913060,Epson,Z388E,Projector,In Service,2023-02-15,2027-06-12,72,
FAC-437-BLDG-02,208,ASSET-000392,NFB540419,Bell & Gossett,Z498E,Pump,Spare,2015-03-14,2017-12-14,120,"{""gpm"": 50}"
FAC-437-BLDG-02,203,ASSET-000393,CBB846487,Epson,X806C,Projector,In Service,2013-06-29,2016-08-23,72,
FAC-437-BLDG-02,111,ASSET-000394,HEC507156,Lenovo,R397C,Desktop Computer,In Service,2014-03-22,2017-12-01,60,
FAC-437-BLDG-02,114,ASSET-000395,RJQ514629,Axis,X015C,Security Camera,In Service,2008-11-29,2013-09-18,84,"{""resolution_mp"": 4}"
FAC-437-BLDG-02,104,ASSET-000396,REB146468,Hanwha,Q503E,Security Camera,In Service,2016-02-19,2020-08-02,84,"{""resolution_mp"": 5}"
FAC-437-BLDG-02,,ASSET-000397,RSM247883,Axis,X894E,Security Camera,In Service,2023-07-06,2026-07-18,84,"{""resolution_mp"": 5}"
FAC-437-BLDG-02,205,ASSET-000398,JZE222182,HP,M146E,Printer,In Service,2019-09-18,2022-03-07,60,
FAC-437-BLDG-02,303,ASSET-000399,LJJ157647,Hanwha,X683B,Security Camera,In Service,2020-09-23,2022-10-16,84,"{""resolution_mp"": 8}"
FAC-437-BLDG-02,310,ASSET-000400,QWH126215,Traulsen,Z469D,Refrigerator (Kitchen),In Service,2012-09-11,2014-11-13,180,
FAC-437-BLDG-03,109,ASSET-000401,JNE754945,Taco,R138D,Pump,In Service,2005-12-06,2010-03-15,120,"{""gpm"": 100}"
FAC-437-BLDG-03,107,ASSET-000402,KDW207252,Generac,Q422C,Generator,In Service,2012-03-04,2016-08-27,240,"{""power_kw"": 150}"
FAC-437-BLDG-03,108,ASSET-000403,LGB925502,Brother,M342A,Printer,In Service,2021-01-01,2022-05-27,60,
FAC-437-BLDG-03,105,ASSET-000404,GSZ977902,Bosch,X338D,Security Camera,Under Repair,2006-02-05,2009-05-12,84,"{""resolution_mp"": 2}"
FAC-437-BLDG-03,102,ASSET-000405,TFF554830,Simplex,R998B,Fire Alarm Panel,Under Repair,2014-01-17,2018-12-16,180,
FAC-437-BLDG-03,,ASSET-000406,YAV834647,Traulsen,M535A,Refrigerator (Kitchen),In Service,2016-05-07,2020-08-21,180,
FAC-437-BLDG-03,105,ASSET-000407,QQW923511,Epson,Q193D,Projector,In Service,2013-07-15,2018-02-12,72,
FAC-437-BLDG-03,108,ASSET-000408,EXK225430,Dell,R186A,Desktop Computer,In Service,2014-06-13,2017-08-21,60,
FAC-437-BLDG-03,104,ASSET-000409,WHV615327,BenQ,M739B,Projector,In Service,2019-02-20,2020-03-06,72,
FAC-437-BLDG-03,101,ASSET-000410,MAC693873,Traulsen,R235C,Refrigerator (Kitchen),Under Repair,2019-09-26,2023-01-23,180,
FAC-437-BLDG-03,103,ASSET-000411,KYF826296,Ubiquiti,R491C,Wireless AP,In Service,2018-10-16,2022-07-22,60,"{""wifi"": ""802.11ac""}"
FAC-437-BLDG-03,108,ASSET-000412,GNM067378,Bosch,X173C,Security Camera,In Service,2023-06-04,2025-10-29,84,"{""resolution_mp"": 4}"
FAC-437-BLDG-03,103,ASSET-000413,TLM218611,HP,R440D,Desktop Computer,In Service,2019-11-20,2021-04-26,60,
FAC-437-BLDG-03,104,ASSET-000414,FSW867833,NEC,X320D,Projector,In Service,2023-07-23,2024-10-29,72,
FAC-437-BLDG-03,104,ASSET-000415,JES287811,Cisco,Z204E,Wireless AP,In Service,2021-03-31,2024-01-29,60,"{""wifi"": ""802.11ac""}"
FAC-437-BLDG-03,105,ASSET-000416,JEK334086,Hanwha,Z591B,Security Camera,In Service,2022-02-25,2024-05-17,84,"{""resolution_mp"": 8}"
FAC-437-BLDG-03,,ASSET-000417,CHR397117,Axis,R795B,Security Camera,In Service,2008-09-19,2012-06-02,84,"{""resolution_mp"": 2}"
FAC-437-BLDG-03,106,ASSET-000418,SAA712420,Cleaver-Brooks,Q457C,Boiler,In Service,2012-06-23,2015-02-20,180,
FAC-437-BLDG-03,105,ASSET-000419,THG675962,Simplex,Z095E,Fire Alarm Panel,In Service,2007-03-24,2010-01-30,180,
FAC-437-BLDG-03,107,ASSET-000420,TQK340801,Axis,M962D,Security Camera,In Service,2020-06-27,2022-08-19,84,"{""resolution_mp"": 4}"
FAC-437-BLDG-04,109,ASSET-000421,MDE463592,Ubiquiti,M725C,Network Switch,Spare,2012-11-14,2014-04-26,84,"{""ports"": 48}"
FAC-437-BLDG-04,105,ASSET-000422,DYM740935,Aruba,Z446C,Wireless AP,In Service,2019-09-21,2022-02-28,60,"{""wifi"": ""802.11ax""}"
FAC-437-BLDG-04,109,ASSET-000423,EXA873443,KONE,Z543D,Elevator,In Service,2015-01-18,2018-10-16,300,
FAC-437-BLDG-04,107,ASSET-000424,DUY773763,York,X891E,HVAC - RTU,In Service,2015-01-08,2018-05-25,180,"{""tonnage"": 7.5}"
FAC-437-BLDG-04,103,ASSET-000425,RGL626980,NEC,X866D,Projector,In Service,2009-03-18,2014-03-14,72,
FAC-437-BLDG-04,103,ASSET-000426,LSN585779,Lenovo,Q098A,Desktop Computer,Spare,2021-03-18,2025-10-10,60,
FAC-437-BLDG-04,101,ASSET-000427,EMC744241,Cisco,Z276A,Router,In Service,2020-08-25,2022-10-04,84,
FAC-437-BLDG-04,104,ASSET-000428,EUG946681,Hanwha,Q481A,Security Camera,In Service,2015-03-11,2016-11-20,84,"{""resolution_mp"": 5}"
FAC-437-BLDG-04,110,ASSET-000429,UAP905069,Cisco,M461A,Wireless AP,In Service,2012-10-06,2016-06-01,60,"{""wifi"": ""802.11ax""}"
FAC-437-BLDG-04,102,ASSET-000430,RKB331467,Bell & Gossett,Z898E,Pump,Spare,2020-07-19,2021-09-09,120,"{""gpm"": 300}"
FAC-437-BLDG-04,110,ASSET-000431,WNR069368,Aruba,Q724D,Wireless AP,Retired,2007-02-28,2009-12-25,60,"{""wifi"": ""802.11ac""}"
FAC-437-BLDG-04,,ASSET-000432,YMR613678,Hanwha,M773E,Security Camera,Spare,2006-01-22,2009-11-20,84,"{""resolution_mp"": 8}"
FAC-437-BLDG-04,104,ASSET-000433,LCR227604,Schneider Electric,Z658A,Electrical Panel,In Service,2020-01-26,2022-11-24,300,
FAC-437-BLDG-04,107,ASSET-000434,DNT068976,Johnson Controls,Z248A,HVAC - AHU,In Service,2015-03-17,2018-05-06,240,"{""tonnage"": 50}"
FAC-437-BLDG-04,104,ASSET-000435,CJQ195133,BenQ,Q422B,Projector,In Service,2016-09-09,2018-01-13,72,
FAC-437-BLDG-04,104,ASSET-000436,NQF354198,Promethean,Q336D,Interactive Display,In Service,2013-06-10,2015-04-07,96,
FAC-437-BLDG-04,107,ASSET-000437,SMV473938,Trane,M391E,HVAC - RTU,In Service,2007-03-26,2009-06-28,180,"{""tonnage"": 5}"
FAC-437-BLDG-04,104,ASSET-000438,DAK443307,Cisco,Q728E,Network Switch,In Service,2019-04-15,2024-03-19,84,"{""ports"": 48}"
FAC-437-BLDG-04,104,ASSET-000439,TLD162127,Trane,X758E,HVAC - AHU,In Service,2023-06-17,2026-06-27,240,"{""tonnage"": 20}"
FAC-437-BLDG-04,108,ASSET-000440,WYC910965,Generac,R919C,Generator,Retired,2009-08-07,2012-11-11,240,"{""power_kw"": 50}"
FAC-437-BLDG-05,B101,ASSET-000441,UZS048364,Cisco,Z351D,Wireless AP,In Service,2021-01-17,2022-07-05,60,"{""wifi"": ""802.11ac""}"
FAC-437-BLDG-05,,ASSET-000442,QKZ721378,Epson,M946A,Projector,In Service,2014-07-28,2019-07-02,72,
FAC-437-BLDG-05,209,ASSET-000443,NVR726186,Hanwha,Q750E,Security Camera,In Service,2013-08-19,2016-05-23,84,"{""resolution_mp"": 4}"
FAC-437-BLDG-05,B102,ASSET-000444,CHZ196209,Hobart,R027A,Dishwasher,Spare,2017-01-30,2021-10-10,120,
FAC-437-BLDG-05,103,ASSET-000445,FCV212896,Aruba,R593C,Wireless AP,In Service,2015-08-11,2018-03-01,60,"{""wifi"": ""802.11ax""}"
FAC-437-BLDG-05,302,ASSET-000446,YSY126266,Cisco,M261C,Network Switch,In Service,2011-01-08,2015-09-15,84,"{""ports"": 24}"
FAC-437-BLDG-05,B105,ASSET-000447,FGN643097,Johnson Controls,Q373E,HVAC - AHU,In Service,2005-10-05,2008-01-10,240,"{""tonnage"": 5}"
FAC-437-BLDG-05,109,ASSET-000448,NXQ803522,Siemens,Q297A,Electrical Panel,In Service,2022-08-03,2024-07-17,300,
FAC-437-BLDG-05,205,ASSET-000449,XKQ267615,Juniper,X867C,Router,In Service,2007-05-24,2011-12-23,84,
FAC-437-BLDG-05,105,ASSET-000450,JMG957926,Hanwha,R644C,Security Camera,In Service,2016-10-22,2020-02-01,84,"{""resolution_mp"": 2}"
FAC-437-BLDG-05,102,ASSET-000451,TPM894574,BenQ,X791A,Projector,In Service,2008-06-25,2012-06-19,72,
FAC-437-BLDG-05,115,ASSET-000452,JZR999604,BenQ,X804C,Projector,In Service,2006-07-14,2010-06-20,72,
FAC-437-BLDG-05,112,ASSET-000453,JCX257122,HP,Q594B,Laptop,In Service,2007-02-10,2011-08-25,48,
FAC-437-BLDG-05,206,ASSET-000454,XWB042137,HP,Q958E,Desktop Computer,In Service,2023-06-19,2025-01-11,60,
FAC-437-BLDG-05,202,ASSET-000455,RFK241814,Canon,M114A,Printer,Under Repair,2020-01-13,2021-10-25,60,
FAC-437-BLDG-05,302,ASSET-000456,LHA699914,Bosch,Q712A,Security Camera,In Service,2008-05-16,2010-01-31,84,"{""resolution_mp"": 8}"
FAC-437-BLDG-05,207,ASSET-000457,VDJ060845,Ubiquiti,R781E,Wireless AP,In Service,2012-11-22,2015-07-07,60,"{""wifi"": ""802.11ac""}"
FAC-437-BLDG-05,105,ASSET-000458,WZF817875,NEC,Z152D,Projector,In Service,2010-05-27,2014-12-05,72,
FAC-437-BLDG-05,B102,ASSET-000459,EWK579240,True,M211A,Refrigerator (Kitchen),In Service,2022-07-03,2025-03-17,180,
FAC-437-BLDG-05,109,ASSET-000460,RHG264243,KONE,R281A,Elevator,In Service,2008-08-28,2009-09-24,300,
FAC-437-BLDG-06,111,ASSET-000461,JRF381715,Axis,Z737C,Security Camera,Spare,2008-12-26,2011-01-20,84,"{""resolution_mp"": 8}"
FAC-437-BLDG-06,101,ASSET-000462,ETB152889,Axis,X537E,Security Camera,Retired,2015-06-15,2018-12-19,84,"{""resolution_mp"": 2}"
FAC-437-BLDG-06,107,ASSET-000463,QSD057673,Bell & Gossett,X495A,Pump,In Service,2012-02-23,2013-07-25,120,"{""gpm"": 300}"
FAC-437-BLDG-06,111,ASSET-000464,PQA955728,HP,M362A,Laptop,In Service,2017-08-22,2021-09-25,48,
FAC-437-BLDG-06,110,ASSET-000465,GUR285036,York,Z018E,HVAC - RTU,In Service,2021-10-18,2026-10-01,180,"{""tonnage"": 10}"
FAC-437-BLDG-06,109,ASSET-000466,AJT220689,Ubiquiti,X829D,Wireless AP,In Service,2007-06-16,2012-04-24,60,"{""wifi"": ""802.11ax""}"
FAC-437-BLDG-06,103,ASSET-000467,VUD273901,York,M822C,HVAC - RTU,In Service,2019-09-18,2021-10-08,180,"{""tonnage"": 30}"
FAC-437-BLDG-06,104,ASSET-000468,QBB299157,Epson,R011B,Projector,Under Repair,2010-02-17,2011-09-09,72,
FAC-437-BLDG-06,111,ASSET-000469,DRA991737,Axis,R602A,Security Camera,In Service,2012-11-20,2017-01-15,84,"{""resolution_mp"": 4}"
FAC-437-BLDG-06,111,ASSET-000470,CVC258190,Johnson Controls,Z106D,HVAC - AHU,In Service,2020-05-10,2023-05-03,240,"{""tonnage"": 7.5}"
FAC-437-BLDG-06,108,ASSET-000471,CCY361998,Ubiquiti,Z881A,Wireless AP,In Service,2019-09-02,2023-01-26,60,"{""wifi"": ""802.11ac""}"
FAC-437-BLDG-06,106,ASSET-000472,CXR987009,Daikin,X638B,HVAC - RTU,In Service,2008-12-14,2010-10-10,180,"{""tonnage"": 15}"
FAC-437-BLDG-06,106,ASSET-000473,ZGC913346,HP,R740C,Desktop Computer,In Service,2005-11-12,2010-06-07,60,
FAC-437-BLDG-06,110,ASSET-000474,NFC757820,BenQ,Q355C,Projector,In Service,2019-02-07,2020-03-13,72,
FAC-437-BLDG-06,104,ASSET-000475,VHD899280,SMART,Q038E,Interactive Display,In Service,2008-01-22,2013-01-01,96,
FAC-437-BLDG-06,104,ASSET-000476,WWA300581,Taco,Q376A,Pump,In Service,2006-12-26,2008-10-07,120,"{""gpm"": 150}"
FAC-437-BLDG-06,101,ASSET-000477,DXA750868,Cummins,M376B,Generator,In Service,2017-11-16,2022-01-30,240,"{""power_kw"": 250}"
FAC-437-BLDG-06,104,ASSET-000478,DFQ217588,Carrier,M195E,HVAC - RTU,In Service,2016-08-21,2021-04-18,180,"{""tonnage"": 50}"
FAC-437-BLDG-06,105,ASSET-000479,BQW025057,HP,X861A,Laptop,In Service,2011-04-16,2013-06-02,48,
FAC-437-BLDG-06,102,ASSET-000480,BCH979533,Bosch,X509C,Security Camera,In Service,2020-10-03,2025-09-11,84,"{""resolution_mp"": 5}"
FAC-418-BLDG-01,215,ASSET-000481,VMW016069,Siemens,Q557A,Electrical Panel,In Service,2018-10-29,2023-08-24,300,
FAC-418-BLDG-01,114,ASSET-000482,YJU338487,BenQ,X957D,Projector,In Service,2018-12-24,2023-05-27,72,
FAC-418-BLDG-01,108,ASSET-000483,PZU003912,Ubiquiti,R481E,Network Switch,In Service,2021-08-30,2023-01-22,84,"{""ports"": 48}"
FAC-418-BLDG-01,111,ASSET-000484,YZM324664,Brother,Q974E,Printer,In Service,2009-08-27,2012-05-30,60,
FAC-418-BLDG-01,,ASSET-000485,BUS511358,Ubiquiti,M890E,Wireless AP,In Service,2013-04-18,2018-01-17,60,"{""wifi"": ""802.11ax""}"
FAC-418-BLDG-01,,ASSET-000486,YYU133947,Daikin,R940D,HVAC - RTU,In Service,2017-06-02,2020-12-18,180,"{""tonnage"": 7.5}"
FAC-418-BLDG-01,211,ASSET-000487,BVU922074,Daikin,X259D,HVAC - RTU,In Service,2019-09-18,2021-03-07,180,"{""tonnage"": 10}"
FAC-418-BLDG-01,102,ASSET-000488,XEB849219,LenelS2,X844B,Access Control Panel,In Service,2011-08-27,2016-07-06,180,
FAC-418-BLDG-01,114,ASSET-000489,XET516878,Lenovo,M958C,Desktop Computer,In Service,2023-05-06,2025-03-09,60,
FAC-418-BLDG-01,107,ASSET-000490,ALV149029,HP,Q194C,Laptop,In Service,2011-06-01,2013-05-06,48,
FAC-418-BLDG-01,116,ASSET-000491,AXN866443,Notifier,Q950E,Fire Alarm Panel,In Service,2011-12-06,2014-10-23,180,
FAC-418-BLDG-01,,ASSET-000492,GRS679900,Dell,M351C,Desktop Computer,Under Repair,2021-08-26,2026-04-17,60,
FAC-418-BLDG-01,102,ASSET-000493,NVS827518,Aruba,X765D,Wireless AP,Retired,2015-10-19,2019-05-26,60,"{""wifi"": ""802.11ax""}"
FAC-418-BLDG-01,202,ASSET-000494,HXX609007,Schneider Electric,Q752D,Electrical Panel,Under Repair,2012-01-09,2016-05-20,300,
FAC-418-BLDG-01,,ASSET-000495,RVV516919,Axis,Q929A,Security Camera,In Service,2013-11-07,2016-02-23,84,"{""resolution_mp"": 4}"
FAC-418-BLDG-01,213,ASSET-000496,WDH000716,Lenovo,X537E,Laptop,In Service,2021-11-23,2026-02-06,48,
FAC-418-BLDG-01,106,ASSET-000497,FEW783200,Axis,Q671D,Security Camera,In Service,2023-02-22,2027-09-21,84,"{""resolution_mp"": 2}"
FAC-418-BLDG-01,103,ASSET-000498,CMJ834009,Trane,M512E,HVAC - AHU,In Service,2008-03-31,2011-08-07,240,"{""tonnage"": 10}"
FAC-418-BLDG-01,,ASSET-000499,QAZ946517,Vulcan,Q101C,Dishwasher,Spare,2019-05-04,2023-09-26,120,
FAC-418-BLDG-01,216,ASSET-000500,ADC612107,Cisco,M723E,Network Switch,In Service,2013-03-09,2016-12-18,84,"{""ports"": 48}"
FAC-418-BLDG-02,105,ASSET-000501,CVQ127445,Trane,Z187E,HVAC - AHU,In Service,2016-07-06,2021-01-01,240,"{""tonnage"": 15}"
FAC-418-BLDG-02,113,ASSET-000502,XYG468953,HPE,X388C,Network Switch,In Service,2016-06-04,2019-10-31,84,"{""ports"": 48}"
FAC-418-BLDG-02,108,ASSET-000503,HAH478536,Cisco,X637A,Network Switch,In Service,2021-05-09,2025-06-30,84,"{""ports"": 24}"
FAC-418-BLDG-02,110,ASSET-000504,EVM941133,BenQ,Q473B,Projector,In Service,2017-04-08,2018-05-14,72,
FAC-418-BLDG-02,102,ASSET-000505,YAR008727,Axis,Q284E,Security Camera,In Service,2011-03-08,2013-12-08,84,"{""resolution_mp"": 2}"
FAC-418-BLDG-02,106,ASSET-000506,WYC281987,Aruba,Z946E,Wireless AP,In Service,2021-09-08,2023-10-04,60,"{""wifi"": ""802.11ax""}"
FAC-418-BLDG-02,105,ASSET-000507,CYB368211,EST,Q982D,Fire Alarm Panel,In Service,2020-10-30,2023-08-14,180,
FAC-418-BLDG-02,109,ASSET-000508,MGU407738,LenelS2,R652C,Access Control Panel,In Service,2009-02-23,2011-04-20,180,
FAC-418-BLDG-02,102,ASSET-000509,ECF558734,Cisco,Q002E,Wireless AP,In Service,2012-05-07,2013-12-09,60,"{""wifi"": ""802.11ac""}"
FAC-418-BLDG-02,109,ASSET-000510,BLS951411,Aruba,Z462C,Wireless AP,In Service,2013-04-29,2015-05-17,60,"{""wifi"": ""802.11ax""}"
FAC-418-BLDG-02,103,ASSET-000511,FKL343039,Cleaver-Brooks,M315B,Boiler,In Service,2019-06-01,2022-09-02,180,
FAC-418-BLDG-02,105,ASSET-000512,ZFB020126,Bosch,M446D,Security Camera,In Service,2014-11-15,2018-01-27,84,"{""resolution_mp"": 5}"
FAC-418-BLDG-02,108,ASSET-000513,TCN743923,HP,Z732C,Laptop,In Service,2019-06-18,2022-04-28,48,
FAC-418-BLDG-02,112,ASSET-000514,EUA340840,Trane,R409E,HVAC - RTU,In Service,2008-05-30,2011-01-15,180,"{""tonnage"": 20}"
FAC-418-BLDG-02,109,ASSET-000515,LTZ243037,Canon,X103D,Printer,Spare,2006-04-17,2011-01-05,60,
FAC-418-BLDG-02,101,ASSET-000516,KFZ305642,Taco,M256A,Pump,In Service,2015-03-11,2019-10-09,120,"{""gpm"": 150}"
FAC-418-BLDG-02,103,ASSET-000517,GSX349305,Hanwha,R849C,Security Camera,In Service,2009-12-05,2011-08-13,84,"{""resolution_mp"": 8}"
FAC-418-BLDG-02,102,ASSET-000518,SMD966327,Ubiquiti,Q729C,Wireless AP,In Service,2022-09-29,2024-12-17,60,"{""wifi"": ""802.11ac""}"
FAC-418-BLDG-02,106,ASSET-000519,DXU595971,Epson,M038A,Projector,In Service,2013-12-21,2018-04-02,72,
FAC-418-BLDG-02,110,ASSET-000520,ZCG335635,SMART,M386C,Interactive Display,In Service,2019-03-10,2021-08-03,96,
FAC-418-BLDG-03,,ASSET-000521,UWC565633,Aruba,Z294A,Wireless AP,In Service,2014-06-18,2018-01-17,60,"{""wifi"": ""802.11ac""}"
FAC-418-BLDG-03,209,ASSET-000522,JQX808164,HPE,X197C,Network Switch,In Service,2012-01-17,2015-08-16,84,"{""ports"": 24}"
FAC-418-BLDG-03,204,ASSET-000523,PSW155775,Epson,Z915E,Projector,In Service,2012-07-21,2014-04-26,72,
FAC-418-BLDG-03,211,ASSET-000524,SCA610248,Epson,Z390C,Projector,In Service,2022-06-01,2024-02-05,72,
FAC-418-BLDG-03,102,ASSET-000525,WQL618617,Cisco,Q858D,Router,In Service,2012-12-25,2016-09-03,84,
FAC-418-BLDG-03,205,ASSET-000526,VMV121350,Fortinet,X532B,Router,In Service,2008-12-03,2013-05-25,84,
FAC-418-BLDG-03,201,ASSET-000527,JWN373063,Aruba,Q472E,Wireless AP,In Service,2016-01-20,2019-08-18,60,"{""wifi"": ""802.11ac""}"
FAC-418-BLDG-03,305,ASSET-000528,MZQ175626,HP,R690E,Laptop,In Service,2010-08-21,2013-08-02,48,
FAC-418-BLDG-03,315,ASSET-000529,YMU987281,Axis,X810A,Security Camera,Spare,2006-09-17,2010-01-24,84,"{""resolution_mp"": 2}"
FAC-418-BLDG-03,206,ASSET-000530,RAE141651,Taco,Z074B,Pump,In Service,2008-06-08,2011-01-14,120,"{""gpm"": 100}"
FAC-418-BLDG-03,108,ASSET-000531,SEV834501,HP,Q815D,Desktop Computer,In Service,2007-04-30,2011-12-05,60,
FAC-418-BLDG-03,203,ASSET-000532,DBL300721,Dell,M436C,Desktop Computer,In Service,2010-03-04,2014-03-15,60,
FAC-418-BLDG-03,217,ASSET-000533,ZBP895306,Johnson Controls,Q270E,HVAC - AHU,In Service,2013-02-05,2015-07-28,240,"{""tonnage"": 5}"
FAC-418-BLDG-03,212,ASSET-000534,VHU904856,HPE,M280B,Network Switch,Under Repair,2022-11-14,2025-10-22,84,"{""ports"": 48}"
FAC-418-BLDG-03,102,ASSET-000535,TCM234782,Kohler,R984A,Generator,Retired,2023-01-27,2025-03-03,240,"{""power_kw"": 150}"
FAC-418-BLDG-03,313,ASSET-000536,LDL893140,Trane,M076C,HVAC - RTU,In Service,2010-06-18,2011-07-08,180,"{""tonnage"": 30}"
FAC-418-BLDG-03,203,ASSET-000537,DEB362264,SMART,Q078A,Interactive Display,In Service,2021-12-09,2023-05-14,96,
FAC-418-BLDG-03,308,ASSET-000538,HJP828351,NEC,R888C,Projector,In Service,2014-06-13,2019-05-27,72,
FAC-418-BLDG-03,208,ASSET-000539,FJV196641,Trane,Z192D,HVAC - RTU,In Service,2022-11-27,2025-06-02,180,"{""tonnage"": 15}"
FAC-418-BLDG-03,217,ASSET-000540,WKB214035,Siemens,Q026C,Electrical Panel,In Service,2023-01-30,2027-06-29,300,
FAC-418-BLDG-04,106,ASSET-000541,JVL477013,Brother,Q985D,Printer,In Service,2008-06-16,2011-01-25,60,
FAC-418-BLDG-04,,ASSET-000542,MZF926297,Promethean,M772E,Interactive Display,In Service,2010-11-08,2014-01-24,96,
FAC-418-BLDG-04,107,ASSET-000543,CPH214449,Bosch,Z678D,Security Camera,In Service,2011-03-07,2013-05-26,84,"{""resolution_mp"": 2}"
FAC-418-BLDG-04,105,ASSET-000544,UGM218626,Bosch,Q594B,Security Camera,In Service,2012-04-18,2015-10-06,84,"{""resolution_mp"": 2}"
FAC-418-BLDG-04,109,ASSET-000545,SWJ763045,Canon,R072B,Printer,In Service,2016-05-10,2020-07-21,60,
FAC-418-BLDG-04,109,ASSET-000546,JZX392032,Bosch,X420D,Security Camera,In Service,2010-05-27,2011-07-18,84,"{""resolution_mp"": 4}"
FAC-418-BLDG-04,109,ASSET-000547,FVA739009,LenelS2,M755B,Access Control Panel,In Service,2012-05-15,2016-08-03,180,
FAC-418-BLDG-04,102,ASSET-000548,MNL282227,Carrier,M785A,HVAC - AHU,In Service,2013-06-09,2016-03-14,240,"{""tonnage"": 5}"
FAC-418-BLDG-04,110,ASSET-000549,NXR644581,Lenovo,Z783B,Laptop,In Service,2006-04-01,2009-07-13,48,
FAC-418-BLDG-04,108,ASSET-000550,ZPR788012,Ubiquiti,Z230C,Wireless AP,In Service,2013-02-14,2014-09-08,60,"{""wifi"": ""802.11ac""}"
FAC-418-BLDG-04,,ASSET-000551,KLD622383,NEC,X105C,Projector,In Service,2021-03-31,2022-07-01,72,
FAC-418-BLDG-04,106,ASSET-000552,UST758510,Johnson Controls,Q967C,HVAC - AHU,In Service,2008-07-19,2013-03-09,240,"{""tonnage"": 10}"
FAC-418-BLDG-04,102,ASSET-000553,MBN559237,HPE,X727B,Network Switch,Retired,2022-09-21,2024-11-25,84,"{""ports"": 48}"
FAC-418-BLDG-04,107,ASSET-000554,MFE926122,Kohler,Q331B,Generator,In Service,2011-04-12,2015-02-16,240,"{""power_kw"": 50}"
FAC-418-BLDG-04,102,ASSET-000555,AEY575821,SMART,Q570E,Interactive Display,In Service,2020-12-21,2024-06-18,96,
FAC-418-BLDG-04,109,ASSET-000556,BVT352657,Axis,Q971B,Security Camera,In Service,2016-08-08,2017-10-25,84,"{""resolution_mp"": 5}"
FAC-418-BLDG-04,101,ASSET-000557,ADK962187,Axis,Q680D,Security Camera,In Service,2019-03-18,2023-10-08,84,"{""resolution_mp"": 4}"
FAC-418-BLDG-04,105,ASSET-000558,SQR235988,Cisco,M467A,Network Switch,Spare,2008-09-05,2012-05-25,84,"{""ports"": 48}"
FAC-418-BLDG-04,102,ASSET-000559,UGZ361431,York,Z401E,HVAC - RTU,In Service,2007-11-09,2009-07-28,180,"{""tonnage"": 15}"
FAC-418-BLDG-04,107,ASSET-000560,WKP364842,Cummins,R602B,Generator,In Service,2012-10-09,2014-12-31,240,"{""power_kw"": 50}"
FAC-418-BLDG-05,,ASSET-000561,CZQ159037,Brother,M285D,Printer,In Service,2015-10-02,2019-11-07,60,
FAC-418-BLDG-05,104,ASSET-000562,WFV932790,Epson,M311C,Projector,In Service,2011-11-08,2013-06-04,72,
FAC-418-BLDG-05,,ASSET-000563,GCU617200,Cisco,X327B,Wireless AP,In Service,2006-07-25,2009-11-21,60,"{""wifi"": ""802.11ac""}"
FAC-418-BLDG-05,110,ASSET-000564,HNA222642,Cisco,R716B,Wireless AP,In Service,2014-07-20,2018-09-10,60,"{""wifi"": ""802.11ax""}"
FAC-418-BLDG-05,110,ASSET-000565,JPC293235,Hanwha,M204B,Security Camera,In Service,2016-03-16,2018-01-04,84,"{""resolution_mp"": 2}"
FAC-418-BLDG-05,103,ASSET-000566,KWN870447,Epson,M295A,Projector,Under Repair,2022-11-04,2025-08-23,72,
FAC-418-BLDG-05,105,ASSET-000567,ZFM457794,Otis,Z254C,Elevator,In Service,2020-10-22,2021-11-18,300,
FAC-418-BLDG-05,108,ASSET-000568,MRN184019,Canon,X181E,Printer,In Service,2008-06-26,2011-01-02,60,
