id,student_id,section_meeting_id,date,code,minutes,notes,created_at,updated_at
7e0f5842-cdc4-46b6-9d35-cb19cc4a066a,cc920ed3-341b-495c-bbbb-05c505d9a04c,570196eb-cb12-4681-9c12-3065d5920193,2025-03-12,FAM,30,Verified by office,2025-09-05T17:34:23.319050+00:00,2025-09-05T17:34:23.319050+00:00
f8a6ec74-8954-4460-9887-2e56cce10885,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,1633ca1c-d135-4cd9-9685-4adbe346f46f,2025-06-10,P,5,Verified by office,2025-09-05T17:34:23.319068+00:00,2025-09-05T17:34:23.319068+00:00
28c6559d-a0c0-4ab5-813a-0be68e223e0c,5adbbd09-5b39-4bc3-9bf5-ace96a75ff95,e7f4ff0f-41ea-44ed-9146-54be2be71563,2025-04-19,ED-EXC,30,Tardy due to bus delay,2025-09-05T17:34:23.319086+00:00,2025-09-05T17:34:23.319086+00:00
158b5d89-523a-44d6-891e-3a2eabb42b7b,4a75ce3b-6df4-45f2-9cc9-397ca40e4c6e,2dddab6e-e68a-465b-a2a5-0577cd023e12,2025-08-17,ED-UNX,0,Verified by office,2025-09-05T17:34:23.319104+00:00,2025-09-05T17:34:23.319104+00:00
21952211-d8c7-4044-ae64-fa7484b8c63d,3ef0b431-dbb8-4fe9-a50d-4e57d7928965,7eb82b43-dd6d-4e35-9b31-01b33aeb0502,2025-08-19,P,5,Excused absence,2025-09-05T17:34:23.319121+00:00,2025-09-05T17:34:23.319121+00:00
11272c0a-8443-4383-84ff-ed2965986146,ae1ea90c-f0eb-4eec-8074-aa59762e34c7,4ef5b1a9-8c3c-4405-9737-07dda4ee8227,2025-05-08,QUA,,,2025-09-05T17:34:23.319143+00:00,2025-09-05T17:34:23.319143+00:00
689ddc8e-052a-482d-b817-c7e1024fd730,482244a9-322c-414d-905e-4c180337d8a9,9d60df03-ff47-4e96-be06-e7eaf035d197,2025-06-18,FAM,45,Left early for appointment,2025-09-05T17:34:23.319162+00:00,2025-09-05T17:34:23.319162+00:00
6f080e5b-0728-4c66-8e1b-daf722848d25,f788999c-6132-45da-85eb-827d975d8814,ea55aec8-9d81-437c-9282-37e2b485c0ce,2025-04-08,FAM,15,Parent called,2025-09-05T17:34:23.319179+00:00,2025-09-05T17:34:23.319179+00:00
6f044015-aff2-4f17-a795-33d0d78a483e,9ad1e3df-1d4d-47c7-ba55-85a725f887bc,762cf860-e28e-4240-8a0b-24b2adf4c290,2025-04-03,ED-UNX,5,Verified by office,2025-09-05T17:34:23.319197+00:00,2025-09-05T17:34:23.319197+00:00
2ab6f831-b9ee-48c7-bdeb-6b055688e0c9,130bac8c-248c-4f46-ad42-c4854bd2e630,482ccc6e-d930-4be9-ab69-282cb3d1fe6e,2025-07-08,ISS,30,,2025-09-05T17:34:23.319214+00:00,2025-09-05T17:34:23.319214+00:00
6ecd65a4-cfa3-460d-99e3-2b483e1d3a55,93d8da2f-34c9-4523-bf1e-3d06d9cc9fd3,f84557c6-be94-4c5b-bcff-c7075ad6e909,2025-04-10,T-UNX,,Parent called,2025-09-05T17:34:23.319232+00:00,2025-09-05T17:34:23.319232+00:00
c4d03f37-754b-45ae-8758-975303d28c88,56c29032-427b-42e9-855a-f420c89ebb64,5f334512-2d83-411c-b377-59e193fac89c,2025-06-28,OSS,15,Parent called,2025-09-05T17:34:23.319250+00:00,2025-09-05T17:34:23.319250+00:00
5b8ac096-db8b-458d-970f-430c6ad2eb82,891a7e69-73c7-4f9f-b38a-6bf90053de9c,afa29854-deb7-4ed1-a2cb-041cdaac5d72,2025-07-31,FAM,30,,2025-09-05T17:34:23.319267+00:00,2025-09-05T17:34:23.319267+00:00
bf46f93f-4e58-4246-a8f1-832a80cf0d58,8d32e9de-90b8-47c2-8220-e49110eeb2fa,07319508-5fa9-4eaa-82e3-b8f6b9a76309,2025-04-29,MED,15,Left early for appointment,2025-09-05T17:34:23.319285+00:00,2025-09-05T17:34:23.319285+00:00
d1bffe47-e7f7-4268-9175-ed68369b497a,83d75f92-d03f-46d0-8b2e-2319a4cd4f19,2dddab6e-e68a-465b-a2a5-0577cd023e12,2025-07-16,FAM,30,Excused absence,2025-09-05T17:34:23.319303+00:00,2025-09-05T17:34:23.319303+00:00
9863774e-81d2-495c-b572-a7488b5c53fc,05b43eba-fd82-4b37-840b-d5db8f4efb74,c930d66c-41a4-4103-ae8a-a4a33f291162,2025-09-01,OSS,45,Verified by office,2025-09-05T17:34:23.319320+00:00,2025-09-05T17:34:23.319320+00:00
870df508-d6d9-4a16-a318-bdb873caec59,6df281b6-9e3e-4efb-a0fa-16b5b0fae2ab,3c59426c-dee4-4669-9111-0f75c35ad107,2025-08-27,P,45,Tardy due to bus delay,2025-09-05T17:34:23.319338+00:00,2025-09-05T17:34:23.319338+00:00
3334363f-6c1d-4df3-91ea-92d96f33d5f4,a47736c6-6639-44c6-bfaf-f722b7f4ad20,d0b2c73f-b670-48e4-8621-28acfd5ea6aa,2025-07-15,A-UNX,0,Verified by office,2025-09-05T17:34:23.319355+00:00,2025-09-05T17:34:23.319355+00:00
5fa10ba9-cdfe-4e92-b575-04da2c1d876e,3ef0b431-dbb8-4fe9-a50d-4e57d7928965,0a796d39-03b7-4e08-9e40-2a459d272af5,2025-03-22,ISS,10,,2025-09-05T17:34:23.319375+00:00,2025-09-05T17:34:23.319375+00:00
c669eef9-b6d1-4336-9686-7c5755e73cb3,b8177dd1-8c7d-4370-8e54-db2ecf25e5a7,193674cd-d99f-4549-b97e-661e0505abb5,2025-07-29,SA,60,,2025-09-05T17:34:23.319396+00:00,2025-09-05T17:34:23.319396+00:00
c834bf0e-d835-4370-968f-8dc56ea69fc9,ee9634bf-b92f-4093-89ba-fe9f20ed2adb,1f23cb56-10d9-46fc-9e0b-7ab25784128e,2025-08-15,T-UNX,5,Left early for appointment,2025-09-05T17:34:23.319414+00:00,2025-09-05T17:34:23.319414+00:00
6cf379a9-76eb-4b91-8949-19107d7175df,a9299f20-a26d-4f77-8e7b-b79df3b0305a,010ddeeb-2ecc-4ef3-b3d3-7686c3898f24,2025-08-22,UN,10,Tardy due to bus delay,2025-09-05T17:34:23.319431+00:00,2025-09-05T17:34:23.319431+00:00
de11d9d8-c59b-4bd4-8923-d59b92e08ce3,1faa09eb-9b75-42a4-8573-529fcb02c2b1,79c1b4cc-d1cb-4669-84ab-13e0f0ea486b,2025-03-28,ISS,15,Verified by office,2025-09-05T17:34:23.319449+00:00,2025-09-05T17:34:23.319449+00:00
47835e72-9be8-4d53-bb6d-c3e6d551fab3,8d32e9de-90b8-47c2-8220-e49110eeb2fa,e28e3490-3826-4596-a7ca-ec953d033576,2025-04-07,FAM,10,Verified by office,2025-09-05T17:34:23.319467+00:00,2025-09-05T17:34:23.319467+00:00
f9578539-666a-48fc-88c3-6c0a13551d0a,3ef0b431-dbb8-4fe9-a50d-4e57d7928965,8b23ef98-60a9-439f-bfcf-95f9f1ff33ca,2025-03-10,MED,45,Tardy due to bus delay,2025-09-05T17:34:23.319485+00:00,2025-09-05T17:34:23.319485+00:00
0e301331-3f62-4fb2-8d14-c7380582bff8,cc920ed3-341b-495c-bbbb-05c505d9a04c,3de16451-b7bc-4b74-9f69-65e8afd0a5fa,2025-05-17,FAM,30,Verified by office,2025-09-05T17:34:23.319502+00:00,2025-09-05T17:34:23.319502+00:00
8f819baf-c387-4adf-8344-574fed0b28a4,266955de-b5f6-4b0b-a9bd-71b12a555e17,bbc207c3-0dea-452c-9209-ded54a7b8fd2,2025-03-16,OSS,30,Verified by office,2025-09-05T17:34:23.319523+00:00,2025-09-05T17:34:23.319523+00:00
9dd69f32-2854-48d7-b949-83084aaa0ab4,544e394a-b65c-499d-8919-81dfbd6eb6f7,195335ea-df4a-47c5-8d60-453cb53d829d,2025-08-14,A-UNX,30,Left early for appointment,2025-09-05T17:34:23.319541+00:00,2025-09-05T17:34:23.319541+00:00
f3376710-7bf2-49ab-aa56-f8174d187a15,2931ba3c-91c3-4887-8b89-4d7e2769b177,06f4c483-a396-4c0c-a160-416b1124a295,2025-04-05,FAM,45,Tardy due to bus delay,2025-09-05T17:34:23.319559+00:00,2025-09-05T17:34:23.319559+00:00
81dc90a0-fe14-4baf-9f5a-00f6aef1bb0b,482244a9-322c-414d-905e-4c180337d8a9,27b0d827-82ab-419f-9de9-a9f11f8882c5,2025-07-19,SA,10,Parent called,2025-09-05T17:34:23.319577+00:00,2025-09-05T17:34:23.319577+00:00
11f1459a-a78e-4bcc-bda8-00f7c1a62018,8c7e92ed-d98a-4de5-b353-3539711d623d,b818de0d-207e-4f40-a018-3bac5ac194e8,2025-08-20,OSS,15,Verified by office,2025-09-05T17:34:23.319594+00:00,2025-09-05T17:34:23.319594+00:00
88a14434-b7e5-40ec-ae5c-4fecbe395814,130bac8c-248c-4f46-ad42-c4854bd2e630,f3870c91-6b24-446f-8ed2-86c31891cb51,2025-08-25,QUA,45,,2025-09-05T17:34:23.319611+00:00,2025-09-05T17:34:23.319611+00:00
2801281c-e29b-4e16-bdf4-1f83772a0ecd,1faa09eb-9b75-42a4-8573-529fcb02c2b1,7eb82b43-dd6d-4e35-9b31-01b33aeb0502,2025-07-25,T-EXC,30,Verified by office,2025-09-05T17:34:23.319629+00:00,2025-09-05T17:34:23.319629+00:00
e8052108-3871-4eeb-bdb5-9c35ae518c78,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,e28e3490-3826-4596-a7ca-ec953d033576,2025-03-26,T-EXC,60,Parent called,2025-09-05T17:34:23.319646+00:00,2025-09-05T17:34:23.319646+00:00
01a6fad7-ec23-4a25-9155-c61a05d24259,6df281b6-9e3e-4efb-a0fa-16b5b0fae2ab,07319508-5fa9-4eaa-82e3-b8f6b9a76309,2025-08-14,T-EXC,,Excused absence,2025-09-05T17:34:23.319667+00:00,2025-09-05T17:34:23.319667+00:00
b2dfd5fa-4029-495f-a574-ef1b2912c89a,0d9bb4ec-9b0e-451e-a6a5-93b776f34233,060986ff-38e0-47a4-95a6-3d51030b1ab2,2025-06-02,ED-UNX,10,Tardy due to bus delay,2025-09-05T17:34:23.319685+00:00,2025-09-05T17:34:23.319685+00:00
a1e94e32-4510-4c44-8e1a-38991222281f,6df281b6-9e3e-4efb-a0fa-16b5b0fae2ab,c930d66c-41a4-4103-ae8a-a4a33f291162,2025-04-03,A-EXC,,,2025-09-05T17:34:23.319703+00:00,2025-09-05T17:34:23.319703+00:00
0f2f270e-78ff-4b97-a59f-0aa76430438d,56c29032-427b-42e9-855a-f420c89ebb64,060986ff-38e0-47a4-95a6-3d51030b1ab2,2025-07-24,QUA,10,Tardy due to bus delay,2025-09-05T17:34:23.319724+00:00,2025-09-05T17:34:23.319724+00:00
860f795f-8561-4390-a995-e655d849b2ba,8d32e9de-90b8-47c2-8220-e49110eeb2fa,84844717-991b-4dd1-806c-41c3dd8156d7,2025-03-20,QUA,60,Left early for appointment,2025-09-05T17:34:23.319743+00:00,2025-09-05T17:34:23.319743+00:00
d05a8e21-647a-4d78-838a-82244070e61a,e99454af-2372-4152-bba8-3c6bf9e53745,1bf051b0-0f7a-456b-bfbb-db4acc8a1471,2025-06-27,FAM,45,Left early for appointment,2025-09-05T17:34:23.319760+00:00,2025-09-05T17:34:23.319760+00:00
f2af0dec-d6e9-43d7-94e1-86908590a3e2,5497bab3-8c03-4960-b086-0852fffb6d0d,917fbd18-796b-415f-8c01-3906f571ddb2,2025-08-29,UN,15,Excused absence,2025-09-05T17:34:23.319778+00:00,2025-09-05T17:34:23.319778+00:00
1fa67b5a-b77f-477d-8054-77b1fe3ddd0e,482244a9-322c-414d-905e-4c180337d8a9,2203b3ac-1bdf-46a1-b22f-1c08ccec6621,2025-06-27,T-UNX,5,Left early for appointment,2025-09-05T17:34:23.319795+00:00,2025-09-05T17:34:23.319795+00:00
1a3df57a-2d4f-4db7-b366-963df4a7c351,266955de-b5f6-4b0b-a9bd-71b12a555e17,b4f927b1-5bc7-49cc-ae55-daccb4599610,2025-08-28,UN,45,Parent called,2025-09-05T17:34:23.319813+00:00,2025-09-05T17:34:23.319813+00:00
2a6d8cfb-2b85-4731-a678-72eaae442473,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,819c71fc-a8c0-4bb4-ad10-acfd9184cc8a,2025-08-22,T-EXC,0,,2025-09-05T17:34:23.319830+00:00,2025-09-05T17:34:23.319830+00:00
38f8e625-7748-49b9-955c-302f87180d47,56c29032-427b-42e9-855a-f420c89ebb64,e5092691-a207-4f5e-b14b-658067b1a183,2025-08-18,FAM,10,Verified by office,2025-09-05T17:34:23.319848+00:00,2025-09-05T17:34:23.319848+00:00
fffb34bf-e0ee-414b-a739-b35767aec843,482244a9-322c-414d-905e-4c180337d8a9,f4303da9-1eb0-4179-8575-a8d39a6292f6,2025-09-01,P,10,Left early for appointment,2025-09-05T17:34:23.319865+00:00,2025-09-05T17:34:23.319865+00:00
60bbabe5-fc17-4d43-8f66-10043db043c1,ae1ea90c-f0eb-4eec-8074-aa59762e34c7,1c8e2fc4-8979-4e69-a1fc-7e64c20f5a79,2025-07-31,OSS,0,Excused absence,2025-09-05T17:34:23.319886+00:00,2025-09-05T17:34:23.319886+00:00
4958fc13-72c5-4e3b-964c-ca80e0d70996,8c7e92ed-d98a-4de5-b353-3539711d623d,e28e3490-3826-4596-a7ca-ec953d033576,2025-06-21,UN,10,Excused absence,2025-09-05T17:34:23.319904+00:00,2025-09-05T17:34:23.319904+00:00
c241dc97-9e9c-4913-87e0-db9a17cac035,c0ad55d4-dc88-448c-bf92-e8e04cb4a6f0,87b2e807-0ca0-4166-aca6-4ddfbb971058,2025-04-01,A-UNX,60,,2025-09-05T17:34:23.319925+00:00,2025-09-05T17:34:23.319925+00:00
1a306314-6fda-4f76-a211-2e751ef06187,a47736c6-6639-44c6-bfaf-f722b7f4ad20,686ecafa-0952-4d2d-92d5-fc08e933a18c,2025-04-02,OSS,30,,2025-09-05T17:34:23.319943+00:00,2025-09-05T17:34:23.319943+00:00
ae747dff-3cb8-4373-8371-de9ead468a27,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,d0b2c73f-b670-48e4-8621-28acfd5ea6aa,2025-05-29,ED-UNX,30,Parent called,2025-09-05T17:34:23.319961+00:00,2025-09-05T17:34:23.319961+00:00
488f652b-9c46-446c-a66a-b4f155e5ad4b,2931ba3c-91c3-4887-8b89-4d7e2769b177,27b0d827-82ab-419f-9de9-a9f11f8882c5,2025-03-30,MED,60,Excused absence,2025-09-05T17:34:23.319978+00:00,2025-09-05T17:34:23.319978+00:00
059f1991-687b-4006-8f87-38ccc2197fff,c0ad55d4-dc88-448c-bf92-e8e04cb4a6f0,ed393db3-a24a-4639-ac5d-c5f318d2dcdb,2025-06-16,P,,Parent called,2025-09-05T17:34:23.319996+00:00,2025-09-05T17:34:23.319996+00:00
f55e9aca-a73a-4002-8610-c7059886adb1,ad95ed1a-62c5-47e7-96d7-ea9f02f301a0,c930d66c-41a4-4103-ae8a-a4a33f291162,2025-06-21,ISS,60,Left early for appointment,2025-09-05T17:34:23.320014+00:00,2025-09-05T17:34:23.320014+00:00
af95aa5e-9ff5-4b30-abaa-97c49e9d5ab0,8d32e9de-90b8-47c2-8220-e49110eeb2fa,8b23ef98-60a9-439f-bfcf-95f9f1ff33ca,2025-04-26,ISS,5,Left early for appointment,2025-09-05T17:34:23.320031+00:00,2025-09-05T17:34:23.320031+00:00
747cd30c-f46f-4501-83d8-f9386a55759d,a47736c6-6639-44c6-bfaf-f722b7f4ad20,e7f4ff0f-41ea-44ed-9146-54be2be71563,2025-07-22,OSS,15,Left early for appointment,2025-09-05T17:34:23.320049+00:00,2025-09-05T17:34:23.320049+00:00
89740fb3-8808-40d9-9675-45ae088a8089,5497bab3-8c03-4960-b086-0852fffb6d0d,74a0194f-1737-490f-a1f9-a69beda3b268,2025-09-05,ED-UNX,0,Left early for appointment,2025-09-05T17:34:23.320066+00:00,2025-09-05T17:34:23.320066+00:00
41e96696-2a8f-4346-adff-3a93d1c67518,b8177dd1-8c7d-4370-8e54-db2ecf25e5a7,ee83157a-5763-4c95-b580-62307a5f405d,2025-04-17,T-EXC,5,,2025-09-05T17:34:23.320086+00:00,2025-09-05T17:34:23.320086+00:00
ddccf9d8-45e2-4609-b29f-b1d3f1ea299f,544e394a-b65c-499d-8919-81dfbd6eb6f7,04ad5720-618b-422e-a0e1-7c3d3c634ae5,2025-09-02,ED-EXC,45,Excused absence,2025-09-05T17:34:23.320105+00:00,2025-09-05T17:34:23.320105+00:00
10f6adc4-17be-43ca-b91e-ab0136f59868,a5a7c462-ea1e-4445-ae62-ac43a0d63a7f,22c768ec-27bf-46c8-b8e6-0f56f2d47ce1,2025-04-07,FAM,60,Tardy due to bus delay,2025-09-05T17:34:23.320122+00:00,2025-09-05T17:34:23.320122+00:00
5db32068-4f85-4428-a6dd-fce5c273231e,544e394a-b65c-499d-8919-81dfbd6eb6f7,52f09e02-31a1-45d3-8623-f44ea8eade71,2025-03-21,A-UNX,5,Parent called,2025-09-05T17:34:23.320140+00:00,2025-09-05T17:34:23.320140+00:00
9aa12b46-e207-4962-9f39-2aa2350cf357,482244a9-322c-414d-905e-4c180337d8a9,9c56d81a-6740-47b4-9dca-6de761a2144b,2025-05-28,SA,,Parent called,2025-09-05T17:34:23.320158+00:00,2025-09-05T17:34:23.320158+00:00
70679846-094c-4a93-a211-0ece59422353,482244a9-322c-414d-905e-4c180337d8a9,dc94ff08-d22c-491f-88c8-b574ed287355,2025-07-23,QUA,0,Tardy due to bus delay,2025-09-05T17:34:23.320178+00:00,2025-09-05T17:34:23.320178+00:00
841ee8e1-d318-4d66-a9e7-5b113c8b956c,ae1ea90c-f0eb-4eec-8074-aa59762e34c7,9d3f9af6-45ba-4856-97b2-35e5e3e97764,2025-05-12,SA,30,Verified by office,2025-09-05T17:34:23.320196+00:00,2025-09-05T17:34:23.320196+00:00
d81f8bae-07e8-4698-b68f-2bf22989176f,5fdd5c1a-1196-4433-ab63-622cec4994a7,04c46d18-cbfd-4dc7-83f0-66c90e0b9861,2025-09-05,ED-EXC,15,Left early for appointment,2025-09-05T17:34:23.320214+00:00,2025-09-05T17:34:23.320214+00:00
2cd9cfcd-07a9-4572-b271-e7ddbd472284,2943f113-0386-4947-8c41-8e16aca00798,afa29854-deb7-4ed1-a2cb-041cdaac5d72,2025-06-12,P,10,Parent called,2025-09-05T17:34:23.320232+00:00,2025-09-05T17:34:23.320232+00:00
6fdbd3c3-5847-4103-822e-e2071b29ac1f,66698adf-142c-4225-8de9-fd613ed0d6b4,3cc7888e-35e1-41de-be04-bacc4cc2f251,2025-05-28,A-UNX,,Verified by office,2025-09-05T17:34:23.320250+00:00,2025-09-05T17:34:23.320250+00:00
5966b816-bf74-427c-9bf4-e7637edc3513,b8177dd1-8c7d-4370-8e54-db2ecf25e5a7,950d5c66-e66d-4e73-9c98-51359c92a753,2025-05-04,T-EXC,5,Verified by office,2025-09-05T17:34:23.320270+00:00,2025-09-05T17:34:23.320270+00:00
ac2209dc-48f4-4184-8782-6e44f1ed48f2,891a7e69-73c7-4f9f-b38a-6bf90053de9c,57036141-808c-4afb-a055-d100d4a41c2c,2025-03-10,SA,5,Verified by office,2025-09-05T17:34:23.320288+00:00,2025-09-05T17:34:23.320288+00:00
e236981e-b607-4ca0-b0db-bbea8dad3c6e,05b43eba-fd82-4b37-840b-d5db8f4efb74,950b233b-e76d-4a7c-8f60-8e2978bbfec9,2025-08-17,T-UNX,10,,2025-09-05T17:34:23.320306+00:00,2025-09-05T17:34:23.320306+00:00
918e0f07-41f2-4ec7-9046-26e59d992644,5b3a6cc6-895c-4df3-aaa3-1c4688986916,b4f927b1-5bc7-49cc-ae55-daccb4599610,2025-08-07,UN,,Verified by office,2025-09-05T17:34:23.320323+00:00,2025-09-05T17:34:23.320323+00:00
67596712-2034-445e-bc0f-90ea8b8653c9,5497bab3-8c03-4960-b086-0852fffb6d0d,06f4c483-a396-4c0c-a160-416b1124a295,2025-04-17,A-EXC,30,Left early for appointment,2025-09-05T17:34:23.320341+00:00,2025-09-05T17:34:23.320341+00:00
2e7ac5aa-8cf6-42b7-9d49-8b4bf9efa7f2,cc920ed3-341b-495c-bbbb-05c505d9a04c,eab02b10-3603-4b3c-8a0d-f100fcc46815,2025-05-05,QUA,15,Verified by office,2025-09-05T17:34:23.320358+00:00,2025-09-05T17:34:23.320358+00:00
6d2dad1d-da56-4762-b17d-d4daeca5385c,aab6fa5c-ceb8-4cbd-8af5-fc3989b4ef4e,5316aa5f-cd9e-45a6-a3d1-4339f5d37a98,2025-05-17,T-EXC,15,Parent called,2025-09-05T17:34:23.320375+00:00,2025-09-05T17:34:23.320375+00:00
46ab7f7e-fa3f-4be8-861e-f67ffed82180,aab6fa5c-ceb8-4cbd-8af5-fc3989b4ef4e,2dddab6e-e68a-465b-a2a5-0577cd023e12,2025-03-13,ED-UNX,60,Parent called,2025-09-05T17:34:23.320393+00:00,2025-09-05T17:34:23.320393+00:00
4f80d50c-3b28-41c9-a9ca-79e20bab30d8,6ace31c2-2761-4594-bf27-05741275c293,5f334512-2d83-411c-b377-59e193fac89c,2025-09-05,P,45,Verified by office,2025-09-05T17:34:23.320410+00:00,2025-09-05T17:34:23.320410+00:00
64bf675c-5d91-463d-ac87-d9c2d73ba0e5,b8177dd1-8c7d-4370-8e54-db2ecf25e5a7,8d5505ca-260b-41f2-a1d5-49c49ec8e474,2025-07-31,ED-EXC,5,Parent called,2025-09-05T17:34:23.320433+00:00,2025-09-05T17:34:23.320433+00:00
8bcd3bc8-9e54-4e8e-94e1-c8454bc212bf,5fdd5c1a-1196-4433-ab63-622cec4994a7,9c56d81a-6740-47b4-9dca-6de761a2144b,2025-03-31,A-EXC,5,Tardy due to bus delay,2025-09-05T17:34:23.320451+00:00,2025-09-05T17:34:23.320451+00:00
07ee0e87-c7b9-42e1-84d0-20d49f59f032,56c29032-427b-42e9-855a-f420c89ebb64,262f396b-bd8d-4e73-b6aa-c5f89ca08f03,2025-03-26,SA,0,Parent called,2025-09-05T17:34:23.320468+00:00,2025-09-05T17:34:23.320468+00:00
05183165-e838-476a-b9b8-894f27f9b83a,2943f113-0386-4947-8c41-8e16aca00798,0b8ea411-a564-4a12-b343-8a9629083f4b,2025-08-10,ISS,60,Parent called,2025-09-05T17:34:23.320486+00:00,2025-09-05T17:34:23.320486+00:00
61aa4986-1081-4953-8423-745847984bed,5fdd5c1a-1196-4433-ab63-622cec4994a7,a242137c-c382-4b9b-ae89-ebe02215bb9f,2025-03-19,QUA,0,Left early for appointment,2025-09-05T17:34:23.320504+00:00,2025-09-05T17:34:23.320504+00:00
b45e3aff-422d-4919-a819-979e9dbb1a36,4a75ce3b-6df4-45f2-9cc9-397ca40e4c6e,dd07c7f0-3580-4fbc-861b-46ca79aa3d2e,2025-07-22,UN,45,Tardy due to bus delay,2025-09-05T17:34:23.320521+00:00,2025-09-05T17:34:23.320521+00:00
8a2344ba-ccf9-461d-8f2e-90b1939871ec,9ad1e3df-1d4d-47c7-ba55-85a725f887bc,fc2d3b19-78b3-4984-b784-70cf813c9f7a,2025-06-07,ED-UNX,,Tardy due to bus delay,2025-09-05T17:34:23.320539+00:00,2025-09-05T17:34:23.320539+00:00
881d65db-162e-4765-a9cb-85213f8eb1cf,130bac8c-248c-4f46-ad42-c4854bd2e630,f5e46cc1-e376-404a-82a9-a29f90355bc4,2025-03-16,ED-EXC,30,Excused absence,2025-09-05T17:34:23.320556+00:00,2025-09-05T17:34:23.320556+00:00
997c893a-6fbd-4e5b-b9bf-a888e30b94d8,266955de-b5f6-4b0b-a9bd-71b12a555e17,eab02b10-3603-4b3c-8a0d-f100fcc46815,2025-08-09,A-UNX,,Verified by office,2025-09-05T17:34:23.320574+00:00,2025-09-05T17:34:23.320574+00:00
a1e82442-b7fd-4d75-8a01-e4f8db6f86bd,81c62899-b0e4-4cf7-8d93-6bf550ab66d3,04ad5720-618b-422e-a0e1-7c3d3c634ae5,2025-06-02,ISS,5,Excused absence,2025-09-05T17:34:23.320592+00:00,2025-09-05T17:34:23.320592+00:00
8c12a9d5-616b-4f27-a6cf-0b1b7309df3f,ad95ed1a-62c5-47e7-96d7-ea9f02f301a0,bd366620-5707-4ee7-965e-8596c0a4a698,2025-04-02,OSS,60,Verified by office,2025-09-05T17:34:23.320609+00:00,2025-09-05T17:34:23.320609+00:00
cc5f37e3-4f65-4ba9-9b72-24328c9576a3,a5a7c462-ea1e-4445-ae62-ac43a0d63a7f,97fa0462-2eb9-4824-bfdd-4169c05b5650,2025-06-08,FAM,10,Excused absence,2025-09-05T17:34:23.320627+00:00,2025-09-05T17:34:23.320627+00:00
88823705-4cf1-4d3d-ad2e-3ae95e0c3005,93d8da2f-34c9-4523-bf1e-3d06d9cc9fd3,ef1b2b38-a919-4e45-92a9-748876694ea0,2025-06-30,T-EXC,45,Verified by office,2025-09-05T17:34:23.320647+00:00,2025-09-05T17:34:23.320647+00:00
b8542b58-062b-4584-b99a-bfd8aae58a27,dcb16f9b-cb82-4e94-8d3a-98576662a525,df7e388a-767b-45d8-bd56-f227a7a322d7,2025-04-07,ED-EXC,30,Excused absence,2025-09-05T17:34:23.320665+00:00,2025-09-05T17:34:23.320665+00:00
f8741134-8e88-49dd-b08f-d27d338d0494,0d9bb4ec-9b0e-451e-a6a5-93b776f34233,0609db1f-302e-4015-9985-b16bb272f3c8,2025-08-20,A-UNX,15,,2025-09-05T17:34:23.320686+00:00,2025-09-05T17:34:23.320686+00:00
d5ce5a34-4061-4845-8ab3-3e83949b0297,f788999c-6132-45da-85eb-827d975d8814,27b0d827-82ab-419f-9de9-a9f11f8882c5,2025-08-03,ED-EXC,0,Verified by office,2025-09-05T17:34:23.320704+00:00,2025-09-05T17:34:23.320704+00:00
cd024bc4-553d-4af2-8a46-b46cdacf6692,9a19f3e4-370c-425f-b5f3-9f509eba2d16,917fbd18-796b-415f-8c01-3906f571ddb2,2025-07-17,P,60,Tardy due to bus delay,2025-09-05T17:34:23.320721+00:00,2025-09-05T17:34:23.320721+00:00
cfc8e254-270a-430a-8c2f-22a04d74069b,0d9bb4ec-9b0e-451e-a6a5-93b776f34233,2dddab6e-e68a-465b-a2a5-0577cd023e12,2025-04-14,ED-EXC,5,Verified by office,2025-09-05T17:34:23.320739+00:00,2025-09-05T17:34:23.320739+00:00
67bbf034-0422-4203-b42e-abe8f76a92fd,05b43eba-fd82-4b37-840b-d5db8f4efb74,ee83157a-5763-4c95-b580-62307a5f405d,2025-06-14,P,45,Tardy due to bus delay,2025-09-05T17:34:23.320756+00:00,2025-09-05T17:34:23.320756+00:00
5a4b91d9-a85d-40d4-918b-f66c1535bd9d,f788999c-6132-45da-85eb-827d975d8814,09eae51a-bc54-4bd3-bafa-c9060f47e306,2025-06-24,A-EXC,,Parent called,2025-09-05T17:34:23.320774+00:00,2025-09-05T17:34:23.320774+00:00
eb7c7d1a-e848-4a02-bd22-d8102b61f6ab,3ef0b431-dbb8-4fe9-a50d-4e57d7928965,57036141-808c-4afb-a055-d100d4a41c2c,2025-03-30,QUA,45,Excused absence,2025-09-05T17:34:23.320795+00:00,2025-09-05T17:34:23.320795+00:00
ef95b9f6-fad3-4179-9173-90daeea3c00c,83d75f92-d03f-46d0-8b2e-2319a4cd4f19,1bf051b0-0f7a-456b-bfbb-db4acc8a1471,2025-08-13,MED,60,Left early for appointment,2025-09-05T17:34:23.320813+00:00,2025-09-05T17:34:23.320813+00:00
27020028-5dde-4ce1-b14b-464284d0dfc2,66698adf-142c-4225-8de9-fd613ed0d6b4,ea55aec8-9d81-437c-9282-37e2b485c0ce,2025-04-04,ISS,0,Parent called,2025-09-05T17:34:23.320831+00:00,2025-09-05T17:34:23.320831+00:00
