course_name,term_name,section_number,section_name,category_name,name,due_date,points_possible
English 9,Fall Semester 2025,001,English 9 | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Physical Science,Fall Semester 2025,001,Physical Science | Fall Semester 2025 | Section 001,,Final,,100
Biology,Fall Semester 2025,001,Biology | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Biology,Fall Semester 2025,001,Biology | Fall Semester 2025 | Section 001,,Midterm,,100
Biology,Fall Semester 2025,001,Biology | Fall Semester 2025 | Section 001,,Final,,100
Chemistry,Fall Semester 2025,001,Chemistry | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Chemistry,Fall Semester 2025,001,Chemistry | Fall Semester 2025 | Section 001,,Midterm,,100
Chemistry,Fall Semester 2025,001,Chemistry | Fall Semester 2025 | Section 001,,Final,,100
Physics,Fall Semester 2025,001,Physics | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Physics,Fall Semester 2025,001,Physics | Fall Semester 2025 | Section 001,,Midterm,,100
Physics,Fall Semester 2025,001,Physics | Fall Semester 2025 | Section 001,,Final,,100
Environmental Science,Fall Semester 2025,001,Environmental Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Environmental Science,Fall Semester 2025,001,Environmental Science | Fall Semester 2025 | Section 001,,Midterm,,100
Environmental Science,Fall Semester 2025,001,Environmental Science | Fall Semester 2025 | Section 001,,Final,,100
Anatomy & Physiology,Fall Semester 2025,001,Anatomy & Physiology | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Anatomy & Physiology,Fall Semester 2025,001,Anatomy & Physiology | Fall Semester 2025 | Section 001,,Midterm,,100
Anatomy & Physiology,Fall Semester 2025,001,Anatomy & Physiology | Fall Semester 2025 | Section 001,,Final,,100
World History,Fall Semester 2025,001,World History | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
World History,Fall Semester 2025,001,World History | Fall Semester 2025 | Section 001,,Midterm,,100
World History,Fall Semester 2025,001,World History | Fall Semester 2025 | Section 001,,Final,,100
U.S. History,Fall Semester 2025,001,U.S. History | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
U.S. History,Fall Semester 2025,001,U.S. History | Fall Semester 2025 | Section 001,,Midterm,,100
U.S. History,Fall Semester 2025,001,U.S. History | Fall Semester 2025 | Section 001,,Final,,100
Government/Civics,Fall Semester 2025,001,Government/Civics | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Government/Civics,Fall Semester 2025,001,Government/Civics | Fall Semester 2025 | Section 001,,Midterm,,100
Government/Civics,Fall Semester 2025,001,Government/Civics | Fall Semester 2025 | Section 001,,Final,,100
Economics,Fall Semester 2025,001,Economics | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Economics,Fall Semester 2025,001,Economics | Fall Semester 2025 | Section 001,,Midterm,,100
Economics,Fall Semester 2025,001,Economics | Fall Semester 2025 | Section 001,,Final,,100
Geography,Fall Semester 2025,001,Geography | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Geography,Fall Semester 2025,001,Geography | Fall Semester 2025 | Section 001,,Midterm,,100
Geography,Fall Semester 2025,001,Geography | Fall Semester 2025 | Section 001,,Final,,100
Psychology,Fall Semester 2025,001,Psychology | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Psychology,Fall Semester 2025,001,Psychology | Fall Semester 2025 | Section 001,,Midterm,,100
Psychology,Fall Semester 2025,001,Psychology | Fall Semester 2025 | Section 001,,Final,,100
Sociology,Fall Semester 2025,001,Sociology | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Sociology,Fall Semester 2025,001,Sociology | Fall Semester 2025 | Section 001,,Midterm,,100
Sociology,Fall Semester 2025,001,Sociology | Fall Semester 2025 | Section 001,,Final,,100
Spanish I,Fall Semester 2025,001,Spanish I | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Spanish I,Fall Semester 2025,001,Spanish I | Fall Semester 2025 | Section 001,,Midterm,,100
Spanish I,Fall Semester 2025,001,Spanish I | Fall Semester 2025 | Section 001,,Final,,100
Spanish II,Fall Semester 2025,001,Spanish II | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Spanish II,Fall Semester 2025,001,Spanish II | Fall Semester 2025 | Section 001,,Midterm,,100
Spanish II,Fall Semester 2025,001,Spanish II | Fall Semester 2025 | Section 001,,Final,,100
French I,Fall Semester 2025,001,French I | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
French I,Fall Semester 2025,001,French I | Fall Semester 2025 | Section 001,,Midterm,,100
French I,Fall Semester 2025,001,French I | Fall Semester 2025 | Section 001,,Final,,100
French II,Fall Semester 2025,001,French II | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
French II,Fall Semester 2025,001,French II | Fall Semester 2025 | Section 001,,Midterm,,100
French II,Fall Semester 2025,001,French II | Fall Semester 2025 | Section 001,,Final,,100
German I,Fall Semester 2025,001,German I | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
German I,Fall Semester 2025,001,German I | Fall Semester 2025 | Section 001,,Midterm,,100
German I,Fall Semester 2025,001,German I | Fall Semester 2025 | Section 001,,Final,,100
German II,Fall Semester 2025,001,German II | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
German II,Fall Semester 2025,001,German II | Fall Semester 2025 | Section 001,,Midterm,,100
German II,Fall Semester 2025,001,German II | Fall Semester 2025 | Section 001,,Final,,100
Art I,Fall Semester 2025,001,Art I | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Art I,Fall Semester 2025,001,Art I | Fall Semester 2025 | Section 001,,Midterm,,100
Art I,Fall Semester 2025,001,Art I | Fall Semester 2025 | Section 001,,Final,,100
Art II,Fall Semester 2025,001,Art II | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Art II,Fall Semester 2025,001,Art II | Fall Semester 2025 | Section 001,,Midterm,,100
Art II,Fall Semester 2025,001,Art II | Fall Semester 2025 | Section 001,,Final,,100
Drawing,Fall Semester 2025,001,Drawing | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Drawing,Fall Semester 2025,001,Drawing | Fall Semester 2025 | Section 001,,Midterm,,100
Drawing,Fall Semester 2025,001,Drawing | Fall Semester 2025 | Section 001,,Final,,100
Painting,Fall Semester 2025,001,Painting | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Painting,Fall Semester 2025,001,Painting | Fall Semester 2025 | Section 001,,Midterm,,100
Painting,Fall Semester 2025,001,Painting | Fall Semester 2025 | Section 001,,Final,,100
Sculpture,Fall Semester 2025,001,Sculpture | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Sculpture,Fall Semester 2025,001,Sculpture | Fall Semester 2025 | Section 001,,Midterm,,100
Sculpture,Fall Semester 2025,001,Sculpture | Fall Semester 2025 | Section 001,,Final,,100
Digital Art,Fall Semester 2025,001,Digital Art | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Digital Art,Fall Semester 2025,001,Digital Art | Fall Semester 2025 | Section 001,,Midterm,,100
Digital Art,Fall Semester 2025,001,Digital Art | Fall Semester 2025 | Section 001,,Final,,100
Band,Fall Semester 2025,001,Band | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Band,Fall Semester 2025,001,Band | Fall Semester 2025 | Section 001,,Midterm,,100
Band,Fall Semester 2025,001,Band | Fall Semester 2025 | Section 001,,Final,,100
Choir,Fall Semester 2025,001,Choir | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Choir,Fall Semester 2025,001,Choir | Fall Semester 2025 | Section 001,,Midterm,,100
Choir,Fall Semester 2025,001,Choir | Fall Semester 2025 | Section 001,,Final,,100
Orchestra,Fall Semester 2025,001,Orchestra | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Orchestra,Fall Semester 2025,001,Orchestra | Fall Semester 2025 | Section 001,,Midterm,,100
Orchestra,Fall Semester 2025,001,Orchestra | Fall Semester 2025 | Section 001,,Final,,100
Jazz Band,Fall Semester 2025,001,Jazz Band | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Jazz Band,Fall Semester 2025,001,Jazz Band | Fall Semester 2025 | Section 001,,Midterm,,100
Jazz Band,Fall Semester 2025,001,Jazz Band | Fall Semester 2025 | Section 001,,Final,,100
Music Theory,Fall Semester 2025,001,Music Theory | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Music Theory,Fall Semester 2025,001,Music Theory | Fall Semester 2025 | Section 001,,Midterm,,100
Music Theory,Fall Semester 2025,001,Music Theory | Fall Semester 2025 | Section 001,,Final,,100
PE 9,Fall Semester 2025,001,PE 9 | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
PE 9,Fall Semester 2025,001,PE 9 | Fall Semester 2025 | Section 001,,Midterm,,100
PE 9,Fall Semester 2025,001,PE 9 | Fall Semester 2025 | Section 001,,Final,,100
PE 10,Fall Semester 2025,001,PE 10 | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
PE 10,Fall Semester 2025,001,PE 10 | Fall Semester 2025 | Section 001,,Midterm,,100
PE 10,Fall Semester 2025,001,PE 10 | Fall Semester 2025 | Section 001,,Final,,100
Weight Training,Fall Semester 2025,001,Weight Training | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Weight Training,Fall Semester 2025,001,Weight Training | Fall Semester 2025 | Section 001,,Midterm,,100
Weight Training,Fall Semester 2025,001,Weight Training | Fall Semester 2025 | Section 001,,Final,,100
Lifetime Fitness,Fall Semester 2025,001,Lifetime Fitness | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Lifetime Fitness,Fall Semester 2025,001,Lifetime Fitness | Fall Semester 2025 | Section 001,,Midterm,,100
Lifetime Fitness,Fall Semester 2025,001,Lifetime Fitness | Fall Semester 2025 | Section 001,,Final,,100
Health,Fall Semester 2025,001,Health | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Health,Fall Semester 2025,001,Health | Fall Semester 2025 | Section 001,,Midterm,,100
Health,Fall Semester 2025,001,Health | Fall Semester 2025 | Section 001,,Final,,100
Nutrition & Wellness,Fall Semester 2025,001,Nutrition & Wellness | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Nutrition & Wellness,Fall Semester 2025,001,Nutrition & Wellness | Fall Semester 2025 | Section 001,,Midterm,,100
Nutrition & Wellness,Fall Semester 2025,001,Nutrition & Wellness | Fall Semester 2025 | Section 001,,Final,,100
Business Essentials,Fall Semester 2025,001,Business Essentials | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Business Essentials,Fall Semester 2025,001,Business Essentials | Fall Semester 2025 | Section 001,,Midterm,,100
Business Essentials,Fall Semester 2025,001,Business Essentials | Fall Semester 2025 | Section 001,,Final,,100
Accounting,Fall Semester 2025,001,Accounting | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Accounting,Fall Semester 2025,001,Accounting | Fall Semester 2025 | Section 001,,Midterm,,100
Accounting,Fall Semester 2025,001,Accounting | Fall Semester 2025 | Section 001,,Final,,100
Marketing,Fall Semester 2025,001,Marketing | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Marketing,Fall Semester 2025,001,Marketing | Fall Semester 2025 | Section 001,,Midterm,,100
Marketing,Fall Semester 2025,001,Marketing | Fall Semester 2025 | Section 001,,Final,,100
Entrepreneurship,Fall Semester 2025,001,Entrepreneurship | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Entrepreneurship,Fall Semester 2025,001,Entrepreneurship | Fall Semester 2025 | Section 001,,Midterm,,100
Entrepreneurship,Fall Semester 2025,001,Entrepreneurship | Fall Semester 2025 | Section 001,,Final,,100
Computer Applications,Fall Semester 2025,001,Computer Applications | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Computer Applications,Fall Semester 2025,001,Computer Applications | Fall Semester 2025 | Section 001,,Midterm,,100
Computer Applications,Fall Semester 2025,001,Computer Applications | Fall Semester 2025 | Section 001,,Final,,100
Engineering/PLTW,Fall Semester 2025,001,Engineering/PLTW | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Engineering/PLTW,Fall Semester 2025,001,Engineering/PLTW | Fall Semester 2025 | Section 001,,Midterm,,100
Engineering/PLTW,Fall Semester 2025,001,Engineering/PLTW | Fall Semester 2025 | Section 001,,Final,,100
Robotics,Fall Semester 2025,001,Robotics | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Robotics,Fall Semester 2025,001,Robotics | Fall Semester 2025 | Section 001,,Midterm,,100
Robotics,Fall Semester 2025,001,Robotics | Fall Semester 2025 | Section 001,,Final,,100
Culinary Arts,Fall Semester 2025,001,Culinary Arts | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Culinary Arts,Fall Semester 2025,001,Culinary Arts | Fall Semester 2025 | Section 001,,Midterm,,100
Culinary Arts,Fall Semester 2025,001,Culinary Arts | Fall Semester 2025 | Section 001,,Final,,100
Construction Trades,Fall Semester 2025,001,Construction Trades | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Construction Trades,Fall Semester 2025,001,Construction Trades | Fall Semester 2025 | Section 001,,Midterm,,100
Construction Trades,Fall Semester 2025,001,Construction Trades | Fall Semester 2025 | Section 001,,Final,,100
Automotive Technology,Fall Semester 2025,001,Automotive Technology | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Automotive Technology,Fall Semester 2025,001,Automotive Technology | Fall Semester 2025 | Section 001,,Midterm,,100
Automotive Technology,Fall Semester 2025,001,Automotive Technology | Fall Semester 2025 | Section 001,,Final,,100
Intro to Computer Science,Fall Semester 2025,001,Intro to Computer Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Intro to Computer Science,Fall Semester 2025,001,Intro to Computer Science | Fall Semester 2025 | Section 001,,Midterm,,100
Intro to Computer Science,Fall Semester 2025,001,Intro to Computer Science | Fall Semester 2025 | Section 001,,Final,,100
AP Computer Science Principles,Fall Semester 2025,001,AP Computer Science Principles | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
AP Computer Science Principles,Fall Semester 2025,001,AP Computer Science Principles | Fall Semester 2025 | Section 001,,Midterm,,100
AP Computer Science Principles,Fall Semester 2025,001,AP Computer Science Principles | Fall Semester 2025 | Section 001,,Final,,100
AP Computer Science A,Fall Semester 2025,001,AP Computer Science A | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
AP Computer Science A,Fall Semester 2025,001,AP Computer Science A | Fall Semester 2025 | Section 001,,Midterm,,100
AP Computer Science A,Fall Semester 2025,001,AP Computer Science A | Fall Semester 2025 | Section 001,,Final,,100
Web Development,Fall Semester 2025,001,Web Development | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Web Development,Fall Semester 2025,001,Web Development | Fall Semester 2025 | Section 001,,Midterm,,100
Web Development,Fall Semester 2025,001,Web Development | Fall Semester 2025 | Section 001,,Final,,100
Cybersecurity,Fall Semester 2025,001,Cybersecurity | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Cybersecurity,Fall Semester 2025,001,Cybersecurity | Fall Semester 2025 | Section 001,,Midterm,,100
Cybersecurity,Fall Semester 2025,001,Cybersecurity | Fall Semester 2025 | Section 001,,Final,,100
Data Science,Fall Semester 2025,001,Data Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Data Science,Fall Semester 2025,001,Data Science | Fall Semester 2025 | Section 001,,Midterm,,100
Data Science,Fall Semester 2025,001,Data Science | Fall Semester 2025 | Section 001,,Final,,100
Resource English,Fall Semester 2025,001,Resource English | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Resource English,Fall Semester 2025,001,Resource English | Fall Semester 2025 | Section 001,,Midterm,,100
Resource English,Fall Semester 2025,001,Resource English | Fall Semester 2025 | Section 001,,Final,,100
Resource Math,Fall Semester 2025,001,Resource Math | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Resource Math,Fall Semester 2025,001,Resource Math | Fall Semester 2025 | Section 001,,Midterm,,100
Resource Math,Fall Semester 2025,001,Resource Math | Fall Semester 2025 | Section 001,,Final,,100
Study Skills,Fall Semester 2025,001,Study Skills | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Study Skills,Fall Semester 2025,001,Study Skills | Fall Semester 2025 | Section 001,,Midterm,,100
Study Skills,Fall Semester 2025,001,Study Skills | Fall Semester 2025 | Section 001,,Final,,100
ELL Beginner,Fall Semester 2025,001,ELL Beginner | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
ELL Beginner,Fall Semester 2025,001,ELL Beginner | Fall Semester 2025 | Section 001,,Midterm,,100
ELL Beginner,Fall Semester 2025,001,ELL Beginner | Fall Semester 2025 | Section 001,,Final,,100
ELL Intermediate,Fall Semester 2025,001,ELL Intermediate | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
ELL Intermediate,Fall Semester 2025,001,ELL Intermediate | Fall Semester 2025 | Section 001,,Midterm,,100
ELL Intermediate,Fall Semester 2025,001,ELL Intermediate | Fall Semester 2025 | Section 001,,Final,,100
ELL Advanced,Fall Semester 2025,001,ELL Advanced | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
ELL Advanced,Fall Semester 2025,001,ELL Advanced | Fall Semester 2025 | Section 001,,Midterm,,100
ELL Advanced,Fall Semester 2025,001,ELL Advanced | Fall Semester 2025 | Section 001,,Final,,100
Child Development,Fall Semester 2025,001,Child Development | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Child Development,Fall Semester 2025,001,Child Development | Fall Semester 2025 | Section 001,,Midterm,,100
Child Development,Fall Semester 2025,001,Child Development | Fall Semester 2025 | Section 001,,Final,,100
Foods & Nutrition,Fall Semester 2025,001,Foods & Nutrition | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Foods & Nutrition,Fall Semester 2025,001,Foods & Nutrition | Fall Semester 2025 | Section 001,,Midterm,,100
Foods & Nutrition,Fall Semester 2025,001,Foods & Nutrition | Fall Semester 2025 | Section 001,,Final,,100
Family & Consumer Science,Fall Semester 2025,001,Family & Consumer Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Family & Consumer Science,Fall Semester 2025,001,Family & Consumer Science | Fall Semester 2025 | Section 001,,Midterm,,100
Family & Consumer Science,Fall Semester 2025,001,Family & Consumer Science | Fall Semester 2025 | Section 001,,Final,,100
Agricultural Science,Fall Semester 2025,001,Agricultural Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Agricultural Science,Fall Semester 2025,001,Agricultural Science | Fall Semester 2025 | Section 001,,Midterm,,100
Agricultural Science,Fall Semester 2025,001,Agricultural Science | Fall Semester 2025 | Section 001,,Final,,100
Animal Science,Fall Semester 2025,001,Animal Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Animal Science,Fall Semester 2025,001,Animal Science | Fall Semester 2025 | Section 001,,Midterm,,100
Animal Science,Fall Semester 2025,001,Animal Science | Fall Semester 2025 | Section 001,,Final,,100
Plant Science,Fall Semester 2025,001,Plant Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Plant Science,Fall Semester 2025,001,Plant Science | Fall Semester 2025 | Section 001,,Midterm,,100
Plant Science,Fall Semester 2025,001,Plant Science | Fall Semester 2025 | Section 001,,Final,,100
General Studies,Fall Semester 2025,001,General Studies | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
General Studies,Fall Semester 2025,001,General Studies | Fall Semester 2025 | Section 001,,Midterm,,100
General Studies,Fall Semester 2025,001,General Studies | Fall Semester 2025 | Section 001,,Final,,100
English 9,Fall Semester 2025,001,English 9 | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
English 9,Fall Semester 2025,001,English 9 | Fall Semester 2025 | Section 001,,Midterm,,100
English 9,Fall Semester 2025,001,English 9 | Fall Semester 2025 | Section 001,,Final,,100
English 10,Fall Semester 2025,001,English 10 | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
English 10,Fall Semester 2025,001,English 10 | Fall Semester 2025 | Section 001,,Midterm,,100
English 10,Fall Semester 2025,001,English 10 | Fall Semester 2025 | Section 001,,Final,,100
English 11,Fall Semester 2025,001,English 11 | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
English 11,Fall Semester 2025,001,English 11 | Fall Semester 2025 | Section 001,,Midterm,,100
English 11,Fall Semester 2025,001,English 11 | Fall Semester 2025 | Section 001,,Final,,100
English 12,Fall Semester 2025,001,English 12 | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
English 12,Fall Semester 2025,001,English 12 | Fall Semester 2025 | Section 001,,Midterm,,100
English 12,Fall Semester 2025,001,English 12 | Fall Semester 2025 | Section 001,,Final,,100
Literature,Fall Semester 2025,001,Literature | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Literature,Fall Semester 2025,001,Literature | Fall Semester 2025 | Section 001,,Midterm,,100
Literature,Fall Semester 2025,001,Literature | Fall Semester 2025 | Section 001,,Final,,100
Writing/Composition,Fall Semester 2025,001,Writing/Composition | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Writing/Composition,Fall Semester 2025,001,Writing/Composition | Fall Semester 2025 | Section 001,,Midterm,,100
Writing/Composition,Fall Semester 2025,001,Writing/Composition | Fall Semester 2025 | Section 001,,Final,,100
Journalism,Fall Semester 2025,001,Journalism | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Journalism,Fall Semester 2025,001,Journalism | Fall Semester 2025 | Section 001,,Midterm,,100
Journalism,Fall Semester 2025,001,Journalism | Fall Semester 2025 | Section 001,,Final,,100
Speech/Communications,Fall Semester 2025,001,Speech/Communications | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Speech/Communications,Fall Semester 2025,001,Speech/Communications | Fall Semester 2025 | Section 001,,Midterm,,100
Speech/Communications,Fall Semester 2025,001,Speech/Communications | Fall Semester 2025 | Section 001,,Final,,100
Reading,Fall Semester 2025,001,Reading | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Reading,Fall Semester 2025,001,Reading | Fall Semester 2025 | Section 001,,Midterm,,100
Reading,Fall Semester 2025,001,Reading | Fall Semester 2025 | Section 001,,Final,,100
Math 6,Fall Semester 2025,001,Math 6 | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Math 6,Fall Semester 2025,001,Math 6 | Fall Semester 2025 | Section 001,,Midterm,,100
Math 6,Fall Semester 2025,001,Math 6 | Fall Semester 2025 | Section 001,,Final,,100
Pre-Algebra,Fall Semester 2025,001,Pre-Algebra | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Pre-Algebra,Fall Semester 2025,001,Pre-Algebra | Fall Semester 2025 | Section 001,,Midterm,,100
Pre-Algebra,Fall Semester 2025,001,Pre-Algebra | Fall Semester 2025 | Section 001,,Final,,100
Algebra I,Fall Semester 2025,001,Algebra I | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Algebra I,Fall Semester 2025,001,Algebra I | Fall Semester 2025 | Section 001,,Midterm,,100
Algebra I,Fall Semester 2025,001,Algebra I | Fall Semester 2025 | Section 001,,Final,,100
Geometry,Fall Semester 2025,001,Geometry | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Geometry,Fall Semester 2025,001,Geometry | Fall Semester 2025 | Section 001,,Midterm,,100
Geometry,Fall Semester 2025,001,Geometry | Fall Semester 2025 | Section 001,,Final,,100
Algebra II,Fall Semester 2025,001,Algebra II | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Algebra II,Fall Semester 2025,001,Algebra II | Fall Semester 2025 | Section 001,,Midterm,,100
Algebra II,Fall Semester 2025,001,Algebra II | Fall Semester 2025 | Section 001,,Final,,100
Precalculus,Fall Semester 2025,001,Precalculus | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Precalculus,Fall Semester 2025,001,Precalculus | Fall Semester 2025 | Section 001,,Midterm,,100
Precalculus,Fall Semester 2025,001,Precalculus | Fall Semester 2025 | Section 001,,Final,,100
Calculus,Fall Semester 2025,001,Calculus | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Calculus,Fall Semester 2025,001,Calculus | Fall Semester 2025 | Section 001,,Midterm,,100
Calculus,Fall Semester 2025,001,Calculus | Fall Semester 2025 | Section 001,,Final,,100
Statistics,Fall Semester 2025,001,Statistics | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Statistics,Fall Semester 2025,001,Statistics | Fall Semester 2025 | Section 001,,Midterm,,100
Statistics,Fall Semester 2025,001,Statistics | Fall Semester 2025 | Section 001,,Final,,100
Earth Science,Fall Semester 2025,001,Earth Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Earth Science,Fall Semester 2025,001,Earth Science | Fall Semester 2025 | Section 001,,Midterm,,100
Earth Science,Fall Semester 2025,001,Earth Science | Fall Semester 2025 | Section 001,,Final,,100
Physical Science,Fall Semester 2025,001,Physical Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Physical Science,Fall Semester 2025,001,Physical Science | Fall Semester 2025 | Section 001,,Midterm,,100
Physical Science,Fall Semester 2025,001,Physical Science | Fall Semester 2025 | Section 001,,Final,,100
Biology,Fall Semester 2025,001,Biology | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Biology,Fall Semester 2025,001,Biology | Fall Semester 2025 | Section 001,,Midterm,,100
Biology,Fall Semester 2025,001,Biology | Fall Semester 2025 | Section 001,,Final,,100
Chemistry,Fall Semester 2025,001,Chemistry | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Chemistry,Fall Semester 2025,001,Chemistry | Fall Semester 2025 | Section 001,,Midterm,,100
Chemistry,Fall Semester 2025,001,Chemistry | Fall Semester 2025 | Section 001,,Final,,100
Physics,Fall Semester 2025,001,Physics | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Physics,Fall Semester 2025,001,Physics | Fall Semester 2025 | Section 001,,Midterm,,100
Physics,Fall Semester 2025,001,Physics | Fall Semester 2025 | Section 001,,Final,,100
Environmental Science,Fall Semester 2025,001,Environmental Science | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Environmental Science,Fall Semester 2025,001,Environmental Science | Fall Semester 2025 | Section 001,,Midterm,,100
Environmental Science,Fall Semester 2025,001,Environmental Science | Fall Semester 2025 | Section 001,,Final,,100
Anatomy & Physiology,Fall Semester 2025,001,Anatomy & Physiology | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Anatomy & Physiology,Fall Semester 2025,001,Anatomy & Physiology | Fall Semester 2025 | Section 001,,Midterm,,100
Anatomy & Physiology,Fall Semester 2025,001,Anatomy & Physiology | Fall Semester 2025 | Section 001,,Final,,100
World History,Fall Semester 2025,001,World History | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
World History,Fall Semester 2025,001,World History | Fall Semester 2025 | Section 001,,Midterm,,100
World History,Fall Semester 2025,001,World History | Fall Semester 2025 | Section 001,,Final,,100
U.S. History,Fall Semester 2025,001,U.S. History | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
U.S. History,Fall Semester 2025,001,U.S. History | Fall Semester 2025 | Section 001,,Midterm,,100
U.S. History,Fall Semester 2025,001,U.S. History | Fall Semester 2025 | Section 001,,Final,,100
Government/Civics,Fall Semester 2025,001,Government/Civics | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Government/Civics,Fall Semester 2025,001,Government/Civics | Fall Semester 2025 | Section 001,,Midterm,,100
Government/Civics,Fall Semester 2025,001,Government/Civics | Fall Semester 2025 | Section 001,,Final,,100
Economics,Fall Semester 2025,001,Economics | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
Economics,Fall Semester 2025,001,Economics | Fall Semester 2025 | Section 001,,Midterm,,100
Economics,Fall Semester 2025,001,Economics | Fall Semester 2025 | Section 001,,Final,,100
Geography,Fall Semester 2025,001,Geography | Fall Semester 2025 | Section 001,,Syllabus Quiz,,10
