building_code,floor_level_code,code,name,space_type,area_sqft,capacity
FAC-427-BLDG-05,1,106,Classroom 106,Classroom,684.00,23
FAC-427-BLDG-05,1,107,Science Lab 107,Science Lab,1128.00,27
FAC-427-BLDG-05,1,108,Computer Lab 108,Computer Lab,824.00,23
FAC-427-BLDG-05,1,109,Conference Room 109,Conference Room,405.00,13
FAC-427-BLDG-05,1,110,Classroom 110,Classroom,761.00,21
FAC-427-BLDG-05,1,111,Classroom 111,Classroom,798.00,27
FAC-427-BLDG-05,1,112,Library/Media Center 112,Library/Media Center,4112.00,103
FAC-427-BLDG-05,1,113,Science Lab 113,Science Lab,1244.00,23
FAC-427-BLDG-05,1,114,Classroom 114,Classroom,1098.00,24
FAC-427-BLDG-05,1,115,Restroom 115,Restroom,146.00,0
FAC-427-BLDG-05,1,116,Classroom 116,Classroom,803.00,28
FAC-427-BLDG-05,2,201,Science Lab 201,Science Lab,1202.00,20
FAC-427-BLDG-05,2,202,Science Lab 202,Science Lab,1118.00,26
FAC-427-BLDG-05,2,203,Office 203,Office,188.00,4
FAC-427-BLDG-05,2,204,Cafeteria 204,Cafeteria,5111.00,258
FAC-427-BLDG-05,2,205,Office 205,Office,138.00,3
FAC-427-BLDG-05,2,206,Office 206,Office,237.00,4
FAC-427-BLDG-05,2,207,Classroom 207,Classroom,765.00,29
FAC-427-BLDG-05,2,208,Storage 208,Storage,78.00,0
FAC-427-BLDG-06,1,101,Storage 101,Storage,131.00,0
FAC-427-BLDG-06,1,102,Office 102,Office,206.00,2
FAC-427-BLDG-06,1,103,Office 103,Office,165.00,2
FAC-427-BLDG-06,1,104,Classroom 104,Classroom,690.00,34
FAC-427-BLDG-06,1,105,Storage 105,Storage,71.00,0
FAC-427-BLDG-06,1,106,Office 106,Office,148.00,1
FAC-427-BLDG-06,1,107,Classroom 107,Classroom,994.00,21
FAC-427-BLDG-06,1,108,Storage 108,Storage,84.00,0
FAC-427-BLDG-06,1,109,Cafeteria 109,Cafeteria,7313.00,265
FAC-427-BLDG-06,1,110,Computer Lab 110,Computer Lab,911.00,27
FAC-427-BLDG-06,1,111,Classroom 111,Classroom,820.00,29
FAC-427-BLDG-06,1,112,Restroom 112,Restroom,81.00,0
FAC-427-BLDG-06,1,113,Classroom 113,Classroom,747.00,23
FAC-427-BLDG-06,1,114,Conference Room 114,Conference Room,445.00,9
FAC-427-BLDG-06,1,115,Computer Lab 115,Computer Lab,1160.00,23
FAC-218-BLDG-01,1,101,Storage 101,Storage,130.00,0
FAC-218-BLDG-01,1,102,Classroom 102,Classroom,794.00,32
FAC-218-BLDG-01,1,103,Office 103,Office,191.00,3
FAC-218-BLDG-01,1,104,Classroom 104,Classroom,912.00,35
FAC-218-BLDG-01,1,105,Office 105,Office,220.00,3
FAC-218-BLDG-01,1,106,Storage 106,Storage,107.00,0
FAC-218-BLDG-01,1,107,Classroom 107,Classroom,673.00,27
FAC-218-BLDG-01,1,108,Conference Room 108,Conference Room,208.00,10
FAC-218-BLDG-01,1,109,Science Lab 109,Science Lab,1199.00,27
FAC-218-BLDG-01,1,110,Conference Room 110,Conference Room,351.00,8
FAC-218-BLDG-01,1,111,Classroom 111,Classroom,767.00,32
FAC-218-BLDG-01,1,112,Science Lab 112,Science Lab,1025.00,25
FAC-218-BLDG-01,1,113,Science Lab 113,Science Lab,1383.00,28
FAC-218-BLDG-01,1,114,Classroom 114,Classroom,1040.00,35
FAC-218-BLDG-02,1,101,Conference Room 101,Conference Room,435.00,8
FAC-218-BLDG-02,1,102,Conference Room 102,Conference Room,380.00,8
FAC-218-BLDG-02,1,103,Classroom 103,Classroom,929.00,35
FAC-218-BLDG-02,1,104,Classroom 104,Classroom,927.00,21
FAC-218-BLDG-02,1,105,Office 105,Office,119.00,1
FAC-218-BLDG-02,1,106,Gym 106,Gym,10256.00,85
FAC-218-BLDG-02,1,107,Storage 107,Storage,89.00,0
FAC-218-BLDG-02,1,108,Classroom 108,Classroom,727.00,20
FAC-218-BLDG-02,1,109,Classroom 109,Classroom,883.00,31
FAC-218-BLDG-02,1,110,Classroom 110,Classroom,976.00,35
FAC-218-BLDG-02,1,111,Computer Lab 111,Computer Lab,808.00,20
FAC-218-BLDG-02,1,112,Office 112,Office,205.00,1
FAC-218-BLDG-02,1,113,Classroom 113,Classroom,1019.00,28
FAC-218-BLDG-02,1,114,Office 114,Office,173.00,1
FAC-218-BLDG-02,1,115,Office 115,Office,210.00,2
FAC-218-BLDG-02,1,116,Classroom 116,Classroom,699.00,24
FAC-218-BLDG-02,1,117,Classroom 117,Classroom,967.00,28
FAC-218-BLDG-02,1,118,Library/Media Center 118,Library/Media Center,3689.00,80
FAC-218-BLDG-03,1,101,Office 101,Office,203.00,4
FAC-218-BLDG-03,1,102,Science Lab 102,Science Lab,1256.00,21
FAC-218-BLDG-03,1,103,Classroom 103,Classroom,1073.00,22
FAC-218-BLDG-03,1,104,Computer Lab 104,Computer Lab,1132.00,32
FAC-218-BLDG-03,1,105,Classroom 105,Classroom,857.00,32
FAC-218-BLDG-03,1,106,Office 106,Office,221.00,1
FAC-218-BLDG-03,1,107,Computer Lab 107,Computer Lab,1159.00,22
FAC-218-BLDG-03,1,108,Classroom 108,Classroom,1082.00,33
FAC-218-BLDG-03,1,109,Computer Lab 109,Computer Lab,969.00,29
FAC-218-BLDG-04,1,101,Storage 101,Storage,177.00,0
FAC-218-BLDG-04,1,102,Classroom 102,Classroom,758.00,35
FAC-218-BLDG-04,1,103,Classroom 103,Classroom,688.00,28
FAC-218-BLDG-04,1,104,Storage 104,Storage,132.00,0
FAC-218-BLDG-04,1,105,Computer Lab 105,Computer Lab,891.00,25
FAC-218-BLDG-04,1,106,Classroom 106,Classroom,756.00,24
FAC-218-BLDG-04,1,107,Gym 107,Gym,10025.00,69
FAC-218-BLDG-04,1,108,Classroom 108,Classroom,938.00,27
FAC-218-BLDG-04,1,109,Science Lab 109,Science Lab,1334.00,24
FAC-218-BLDG-04,2,201,Storage 201,Storage,102.00,0
FAC-218-BLDG-04,2,202,Office 202,Office,135.00,1
FAC-218-BLDG-04,2,203,Office 203,Office,188.00,1
FAC-218-BLDG-04,2,204,Classroom 204,Classroom,768.00,22
FAC-218-BLDG-04,2,205,Classroom 205,Classroom,1043.00,32
FAC-218-BLDG-04,2,206,Restroom 206,Restroom,121.00,0
FAC-218-BLDG-04,2,207,Classroom 207,Classroom,789.00,34
FAC-218-BLDG-04,2,208,Office 208,Office,191.00,4
FAC-218-BLDG-04,2,209,Office 209,Office,197.00,1
FAC-218-BLDG-04,2,210,Gym 210,Gym,8339.00,113
FAC-218-BLDG-04,2,211,Conference Room 211,Conference Room,242.00,10
FAC-218-BLDG-04,2,212,Classroom 212,Classroom,1014.00,24
FAC-218-BLDG-04,2,213,Conference Room 213,Conference Room,362.00,11
FAC-218-BLDG-04,2,214,Classroom 214,Classroom,652.00,29
FAC-218-BLDG-04,2,215,Office 215,Office,169.00,1
FAC-218-BLDG-04,2,216,Classroom 216,Classroom,745.00,33
FAC-218-BLDG-04,2,217,Office 217,Office,231.00,4
FAC-218-BLDG-04,2,218,Classroom 218,Classroom,695.00,31
FAC-218-BLDG-05,1,101,Classroom 101,Classroom,956.00,30
FAC-218-BLDG-05,1,102,Storage 102,Storage,61.00,0
FAC-218-BLDG-05,1,103,Classroom 103,Classroom,848.00,22
FAC-218-BLDG-05,1,104,Conference Room 104,Conference Room,486.00,9
FAC-218-BLDG-05,1,105,Science Lab 105,Science Lab,986.00,28
FAC-218-BLDG-05,1,106,Office 106,Office,135.00,3
FAC-218-BLDG-05,1,107,Classroom 107,Classroom,902.00,24
FAC-218-BLDG-05,1,108,Classroom 108,Classroom,872.00,28
FAC-218-BLDG-05,1,109,Office 109,Office,223.00,1
FAC-218-BLDG-05,1,110,Office 110,Office,163.00,4
FAC-218-BLDG-05,1,111,Science Lab 111,Science Lab,1000.00,25
FAC-218-BLDG-05,1,112,Classroom 112,Classroom,805.00,20
FAC-218-BLDG-05,1,113,Restroom 113,Restroom,122.00,0
FAC-218-BLDG-05,1,114,Storage 114,Storage,108.00,0
FAC-218-BLDG-05,1,115,Cafeteria 115,Cafeteria,5199.00,192
FAC-218-BLDG-05,1,116,Classroom 116,Classroom,1067.00,24
FAC-218-BLDG-05,2,201,Classroom 201,Classroom,1005.00,26
FAC-218-BLDG-05,2,202,Office 202,Office,145.00,4
FAC-218-BLDG-05,2,203,Restroom 203,Restroom,117.00,0
FAC-218-BLDG-05,2,204,Conference Room 204,Conference Room,451.00,15
FAC-218-BLDG-05,2,205,Cafeteria 205,Cafeteria,5169.00,176
FAC-218-BLDG-05,2,206,Classroom 206,Classroom,1052.00,32
FAC-218-BLDG-05,2,207,Office 207,Office,151.00,2
FAC-218-BLDG-05,2,208,Computer Lab 208,Computer Lab,1081.00,20
FAC-218-BLDG-05,2,209,Restroom 209,Restroom,139.00,0
FAC-218-BLDG-05,2,210,Restroom 210,Restroom,106.00,0
FAC-218-BLDG-05,2,211,Office 211,Office,174.00,1
FAC-218-BLDG-05,2,212,Library/Media Center 212,Library/Media Center,4851.00,116
FAC-218-BLDG-06,1,101,Classroom 101,Classroom,805.00,27
FAC-218-BLDG-06,1,102,Classroom 102,Classroom,728.00,33
FAC-218-BLDG-06,1,103,Cafeteria 103,Cafeteria,3105.00,194
FAC-218-BLDG-06,1,104,Restroom 104,Restroom,141.00,0
FAC-218-BLDG-06,1,105,Science Lab 105,Science Lab,1173.00,26
FAC-218-BLDG-06,1,106,Storage 106,Storage,171.00,0
FAC-218-BLDG-06,1,107,Computer Lab 107,Computer Lab,1078.00,20
FAC-218-BLDG-06,1,108,Cafeteria 108,Cafeteria,5445.00,259
FAC-218-BLDG-06,1,109,Storage 109,Storage,128.00,0
FAC-218-BLDG-06,1,110,Science Lab 110,Science Lab,1368.00,19
FAC-218-BLDG-06,1,111,Classroom 111,Classroom,777.00,31
FAC-218-BLDG-06,1,112,Classroom 112,Classroom,963.00,21
FAC-218-BLDG-06,1,113,Science Lab 113,Science Lab,1230.00,28
FAC-218-BLDG-06,1,114,Computer Lab 114,Computer Lab,1185.00,25
FAC-218-BLDG-06,1,115,Restroom 115,Restroom,135.00,0
